,제목,저자,출판일,기관,초록
131,주식매수가액결정 사건의 이론적ㆍ실무적 문제에 관한 연구,하태헌 /Ha Taiheon,2008,사법발전재단,"자본시장과 기업환경의 변화에 따라 소수주주들이 회사의 결정에 반대하여 주식매수청구권을 행사하는 경우가 점차 증가하고 있다. 그런데, 이러한 주식매수청구권을 실질적으로 보장하기 위해서는, 주식매수청구권의 행사 이후 필연적으로 뒤따르는 주식매수가액결정 과정이 절차적으로나 실체적으로나 공정하게 이루어져야만 한다.
그러나 우리 상법은 공정한 주식가액을 산정하는 방법 및 기준에 관하여 매우 추상적인 규정만을 두고 있고, 비교적 자세한 산정기준을 두고 있는 기타 특별법에 의하더라도 당사자 사이의 협의가 이루어지지 않거나 이의가 있는 경우 최종적인 주식의 가액은 법원이 결정할 수밖에 없어, 결국 공정한 주식의 가액은 여러 기준들을 종합적으로 고려한 법원의 주식매수가액결정 재판에 의하여 결정되는 경우가 많다. 
현재 이러한 주식매수가액결정 사건은 비송합의사건으로 분류되어 처리되고 있으나 가액결정절차에 관한 많은 실무례가 축적되어 있지 않아 그 절차상 여러 문제점이 나타나고 있다. 또한 판례는 델라웨어 가중평균방식을 기본으로 하여, 주식의 시장가치, 순자산가치, 수익가치를 산정한 후 그 반영 여부 및 반영비율 등을 조절하여 공정한 가액을 결정하고 있는 것으로 보이나, 아직 그 가액의 결정기준에 관하여도 충분한 연구가 이루어져 있지 않은 것이 현실이다.
따라서 이 논문은 주식매수가액결정 사건에서 실무상 쟁점이 될 수 있는 여러 절차적인 문제점 및 공정한 가액을 산정하기 위한 여러 기준에 관하여 살펴보고자 한다.As there has been changing in the capital market and industrial environment, the disputes where minority shareholders exercise their rights to appraisal opposing to the corporation's appraisal have been on the rise. To ensure these rights to appraisal be practically protected, however, the procedure of determining fair value of the dissenters' shares should be fairly proceeded substantively and procedurally.

However, the commercial law of South Korea only has abstract provisions in defining the way of determining the fair value of shares and the appraisal ends up in the court when the parties do not agree to the stock price determined according to the other special statute having legal formula for the stock value. Therefore, many appraisal cases tend to be decided by the court and the judges comprehensively consider lots of formula in determining the fair value of the stocks. 
 
Currently, we have lots of procedural problems since the number of precedents for the appraisal disputes proceedings is not enough to be helpful for the judges to determine the fair value of the shares in the appraisal right cases even though appraisal disputes have been classified into non-contentious litigation cases. 
In this article, I would like to examine various procedural problems and legal formula in dealing with appraisal right cases in determining the fair value of shares.As there has been changing in the capital market and industrial environment, the disputes where minority shareholders exercise their rights to appraisal opposing to the corporation's appraisal have been on the rise. To ensure these rights to appraisal be practically protected, however, the procedure of determining fair value of the dissenters' shares should be fairly proceeded substantively and procedurally.

However, the commercial law of South Korea only has abstract provisions in defining the way of determining the fair value of shares and the appraisal ends up in the court when the parties do not agree to the stock price determined according to the other special statute having legal formula for the stock value. Therefore, many appraisal cases tend to be decided by the court and the judges comprehensively consider lots of formula in determining the fair value of the stocks. 
 
Currently, we have lots of procedural problems since the number of precedents for the appraisal disputes proceedings is not enough to be helpful for the judges to determine the fair value of the shares in the appraisal right cases even though appraisal disputes have been classified into non-contentious litigation cases. 
In this article, I would like to examine various procedural problems and legal formula in dealing with appraisal right cases in determining the fair value of shares.appraisal right, price of shares, procedure of determining price, fair value of shares, market value, net asset value, profit value, Delaware weighed average method"
132,주식매수선택권 부여 기업의 소유 또는 전문경영이 조세회피성향에 미치는 영향,오광욱 /Oh， Kwang Wuk,2008,한국회계학회,"본 연구는 2000년에서 2004년까지 주식매수선택권을 부여한 116개 기업(265기업/년)의 조세회피성향에 대하여 Desai and Dharmapala (2006)의 조세회피정도에 대한 측정치(Tax Avoidance)을 기초로 수정된 4가지 방식으로 적용하여 실증분석을 하였다. 실증분석결과 첫째, 향후 행사될 주식보상수준이 클수록 조세회피성향이 낮아짐을 발견하였다. 동 실증분석의 결과는 주식매수선택권을 부여받은 기업의 경영자가 자신의 보상을 극대화하기 위해 자본시장에서 부정적인 신호로 작용할 수 있는 조세회피행위를 할 유인이 적다는 것으로 해석된다. 둘째, 소유경영기업의 경영자의 경우 조세회피성향이 상대적으로 더 크다는 것을 발견하였다. 이는 해당 회사에 대한 소유경영자의 지배력이 높은 경우 자본시장의 성과에 따른 주식보상과 해당 기간의 조세절감액의 재량적 통제유인이라는 사적이득의 획득가능성간의 상충관계가 존재하고 경영자는 두 가지 중 사적이득의 획득을 더 선호한 결과 조세회피성향이 강하게 나타난 것으로 해석된다. 기타 기업의 지배구조와 관련한 변수와의 실증분석결과에서는, 지배주주지분율이 높을수록 조세회피성향은 큰 것으로 나타났으며, 기업특성과 관련된 변수와의 관계에서는 기업의 규모가 크고, 부채비율이 높고, 해당기간의 성과가 높은 기업일수록 조세회피성향은 낮아지는 것으로 나타났다. 
선행연구에서는 소유경영기업이 주식매수선택권을 부여하는 경우 자본시장에서의 장기성과와 연계되지 않는 이유 중의 하나로 주식매수선택권의 부여 목적이 외부주주와의 대리인 문제 해결을 위한 것이 아니라 기업내부 상하위 임직원간의 정보 불균형을 해소하기 위하여 부여되었기 때문이라고 해석하고 있으나 실증적 근거를 명확히 제시하지는 못하였다. 본 연구는 소유경영기업에서 해당 기업의 경영자가 주식연계보상을 제공받았음에도 불구하고 기업의 조세절감액에 대한 재량적 통제가능성을 선호한다는 실증적 근거를 제시하였다는 점에서 의미가 있다.This paper investigates the tax avoidance of firms listed on Korean Stock Exchange which have granted stock options during the period of 2000 to 2004 on the basis of Desai and Dharmapala’s measure in 2006. We find the following empirical results. Firstly, magnitude of stock option is negatively associated with the tax avoidance of firms. It supports the conclusion that managers who are granted stock options have less tendency to avoid the tax in order to maximize his compensation. Secondly, the firms managed by owners are positively related with the tax avoidance. It implies that owner managers prefer taking advantage of private benefits to the compensation for the performance from capital market. In addition, Size, Leverage and ROA affect the tax avoidance of firms, which is consistent with previous researches.
This paper provides the empirical reasons why managers with ownership tend to avoid the tax despite the compensation contract related to stock market, compared to previous researches which do not show the empirical evidence.This paper investigates the tax avoidance of firms listed on Korean Stock Exchange which have granted stock options during the period of 2000 to 2004 on the basis of Desai and Dharmapala’s measure in 2006. We find the following empirical results. Firstly, magnitude of stock option is negatively associated with the tax avoidance of firms. It supports the conclusion that managers who are granted stock options have less tendency to avoid the tax in order to maximize his compensation. Secondly, the firms managed by owners are positively related with the tax avoidance. It implies that owner managers prefer taking advantage of private benefits to the compensation for the performance from capital market. In addition, Size, Leverage and ROA affect the tax avoidance of firms, which is consistent with previous researches.
This paper provides the empirical reasons why managers with ownership tend to avoid the tax despite the compensation contract related to stock market, compared to previous researches which do not show the empirical evidence.stock option. tax avoidance. ownership structure"
133,주식분할에 의한 주당이익 공시의 개선방안,장옥화 /Ok-Hwa Jang,2009,한국상업교육학회,"본 연구는 손익계산서의 본문에 별도의 항목으로 공시되고 있는 ‘주당이익’이 주식분할제도의 도입으로 주당이익정보의 비교가능성이 저하되고 있음을 인식하고, 그 대안으로 ‘주당이익’에 대한 추가적인 정보로 ‘액면 1원당이익’을 주기하는 것을 제안함을 목적으로 한다. 1998년 이후 상법의 개정으로 인하여, 2006년 말 현재 우리나라 유가증권시장 상장제조기업의 41% 이상이 주식분할을 실시한 상태이다.
연구결과에 의하면, 주식분할을 실시한 경우의 주당이익은 그렇지 않은 경우와 비교하여 등분산의 가정이 성립되지 않는 상태에서 평균이 차이가 있음이 발견되었으며, 주식분할 실시기업의 주식분할 전․후 주당이익에도 차이가 있음이 판명되었다. 또한 주식분할 실시기업과 그렇지 않은 기업 간의 주당이익에 대한 주가설명력을 분석한 결과, 주식분할을 실시하지 않은 기업의 주가설명력이 주식분할을 실시한 기업에 비해 현저히 높은 것으로 나타났다. 그러나 액면 1원당이익은 주식분할 실시와 무관하게 등분산 가정이 성립되며, 주식분할 실시전․후의 평균 차이가 없는 것으로 나타나, 이익자료를 통한 비교가능성이 높은 것으로 밝혀졌다. 
주식분할실시 이후 액면금액이 다양해진 우리나라 기업들의 현실을 감안할 때, ‘주당이익’정보의 주기사항으로 주식의 권면액을 1원으로 주식분할한 경우의 이익에 해당하는 ‘액면 1원당이익’을 나타내는 것은, 여러 가지 회계정보 중에서 가장 빈번하게 사용되고 있는 ‘주당이익’정보의 비교가능성을 제고시킬 수 있을 것으로 판단된다.Earnings per share(EPS) is separately disclosed as an item in the income statement. The separated disclosure item of the EPS is basically to provide comparability between accounting periods of a firm and comparability among firms. However, the EPS comparability, which is the basic purpose of the separated EPS disclosure, is declined in stock split firms. This study suggests that parenthetical disclosures of an ""earnings par value 1 won per share (Earnings/(issued stock number x par value))"" will be added to the present EPS disclosure in order to increase the declined comparability of the EPS. Ever since the law permitted stock split in 1998, more than 41% of the listed manufacturing firms of the security market have split their stocks by the end of year 2006. 
This study found out that in cases with stock split firms, earnings per share showed much differences in average and dispersion when compared with cases of non-stock split firms, and also that there were much differences in the firms’ earnings per share before and after the stock splits. In cases with stock split firms, the value relevance of earnings per share is lower than that of non-stock split firms. However, “earnings par value 1 won per share” showed not much differences in average and dispersion before and after the stock splits. This suggests that the parenthetical disclosure of “earnings par value 1 won per share” can increase the comparability of earnings per share in cases with stock split firms.
Considering the various par values after the firms' stock splits, adding the parenthetical disclosure of “earnings par value 1 won per share” to the most frequently used accounting information “earnings per share”, will be a great useful influence on the accounting information users’ decision making.Earnings per share(EPS) is separately disclosed as an item in the income statement. The separated disclosure item of the EPS is basically to provide comparability between accounting periods of a firm and comparability among firms. However, the EPS comparability, which is the basic purpose of the separated EPS disclosure, is declined in stock split firms. This study suggests that parenthetical disclosures of an ""earnings par value 1 won per share (Earnings/(issued stock number x par value))"" will be added to the present EPS disclosure in order to increase the declined comparability of the EPS. Ever since the law permitted stock split in 1998, more than 41% of the listed manufacturing firms of the security market have split their stocks by the end of year 2006. 
This study found out that in cases with stock split firms, earnings per share showed much differences in average and dispersion when compared with cases of non-stock split firms, and also that there were much differences in the firms’ earnings per share before and after the stock splits. In cases with stock split firms, the value relevance of earnings per share is lower than that of non-stock split firms. However, “earnings par value 1 won per share” showed not much differences in average and dispersion before and after the stock splits. This suggests that the parenthetical disclosure of “earnings par value 1 won per share” can increase the comparability of earnings per share in cases with stock split firms.
Considering the various par values after the firms' stock splits, adding the parenthetical disclosure of “earnings par value 1 won per share” to the most frequently used accounting information “earnings per share”, will be a great useful influence on the accounting information users’ decision making.Earnings per share(EPS), Stock split, Earnings par value 1 won per share"
134,"주식, 채권, 부동산시장의 변동성 전이에 관한 연구",김미형 /Mihyung Kim,2009,한국경영교육학회,"본 연구는 주식, 채권, 부동산과 같은 위험자산들의 가격변동성이 서로 어떻게 전이되는지를 분석하고자 한다. 이러한 연구목적을 달성하기 위하여 1987년 1월부터 2008년 10월까지의 자료를 이용하여 AR(1)-GJR(1,1)-M모형으로 시장간 변동성의 전이현상을 검증하였다. 
본 연구의 분석결과는 다음과 같이 요약된다. 전체 표본기간에는 주식시장이 채권시장과 부동산시장의 변동성에 영향을 미치며 가장 독립적인 변동성을 가지고 있는 것으로 나타났다. 반면에 채권과 부동산시장의 변동성은 주식시장의 변동성에 영향을 미치지 못하고 오히려 주식시장의 변동성에 의하여 영향을 받는 시장으로 나타났다. 하지만 외환위기 이후에는 주식과 채권시장은 변동성이 상호 전이되기 때문에 주식시장의 독립성이 사라지고 있는 반면에 부동산시장은 다른 자산시장의 변동성충격으로부터 독립적인 시장으로 바뀌고 있다.This paper uses monthly data for the period January 1987 to October 2008 to examine the volatility spillover effects in stock, bond, and real estate markets. We use AR(1)-GJR specification. 
With the whole sample we find that stock market has the most independent volatility influencing both the bond volatility and the real estate volatility. And the bond market volatility is positively affected by the stock market component. On the other hand, the real estate market volatility is negatively affected by the stock market component.
With the recent data of 1999 to 2008, we find that stock market has the dependent volatility influenced by the bond volatility. The bond volatility is also positively affected by the stock volatility. On the other hand, the real estate volatility has the independent volatility that the stock or the bond volatility does not influence.This paper uses monthly data for the period January 1987 to October 2008 to examine the volatility spillover effects in stock, bond, and real estate markets. We use AR(1)-GJR specification. 
With the whole sample we find that stock market has the most independent volatility influencing both the bond volatility and the real estate volatility. And the bond market volatility is positively affected by the stock market component. On the other hand, the real estate market volatility is negatively affected by the stock market component.
With the recent data of 1999 to 2008, we find that stock market has the dependent volatility influenced by the bond volatility. The bond volatility is also positively affected by the stock volatility. On the other hand, the real estate volatility has the independent volatility that the stock or the bond volatility does not influence.Volatility Spillover Effects, Stock, Bond, Real Estates"
135,주식 투자 추천 시스템을 위한 효율적인 저장 구조,하유민,2009,한국정보처리학회,"규칙 탐사는 주어진 데이터베이스로부터 빈번하게 발생하는 패턴들을 발견하는 연산이다. 규칙 탐사 연산을 이용하여 주식 데이터베이스로부터 유용한 규칙들을 발견하고 이를 토대로 주식 투자자들에게 주식의 매매를 적절한 시점에 추천할 수 있다. 본 논문에서는 이러한 주식 투자 시스템에서 질의를 효율적으로 처리하기 위한 저장 구조에 관하여 논의한다. 먼저, 주식 투자 추천을 지원하기 위한 다섯 가지 저장 구조들을 제안하고, 각 구조들의 특징과 장단점을 비교한다. 또한, 실제 주가 데이터를 이용한 실험을 통하여 제안된 저장 구조들의 성능을 검증한다. 실험 결과에 의하면, 히스토그램을 이용한 저장 구조의 경우, 기존의 기법에 비하여 질의 처리 성능이 약 170배 개선되는 것으로 나타났다.Rule discovery is an operation that discovers patterns frequently occurring in a given database. Rule discovery makes it possible to find useful rules from a stock database, thereby recommending buying or selling times to stock investors. In this paper, we discuss storage structures for efficient processing of queries in a system that recommends stock investments. First, we propose five storage structures for efficient recommending of stock investments. Next, we discuss their characteristics, advantages, and disadvantages. Then, we verify their performances by extensive experiments with real-life stock data. The results show that the histogram-based structure improves the query performance of the previous one up to about 170 times.Time-Series Data, Rule Discovery, Recommending Stock Investments"
136,주식시장에서 단기거래에 따른 실증분석,백인수 /Baek In Soo,2009,한국금융공학회,"주식의 단기거래의 방법은 그 주식의 성질에 따라 가장 적합하게 결정되어야 한다. 본 연구는 주식을 초대형주, 대형주, 소형주의 세 가지 형태로 나누어 각각의 특성에 맞는 가장 수익률이 높은 방법을 제시한다. 이러한 방법을 결정하는 것은 각 주식이 갖는 과거의 자료인데, 대체로 초대형주는 유럽이나 미국에서 나타나는 선진국 지수형에 해당하고, 대형주는 선진국 문턱에 진입하려는 중진국 지수형에 해당하고 소형주는 경제적으로 취약한 신흥국 지수형에 해당한다.
 특히, 초대형주 매매기법은 다중프랙탈(multifractal)을 주식에 응용한 델타 f(등락시간분포지수) 응용기법을 사용한다. 본 연구는 이러한 방법에 대한 수학적인 근거를 제시하고, 각 매매방법에 대해 최근 자료를 사용한 simulation을 통해 그 통계적 근거를 제시한다. 한편 2008년 9월 23일을 기준으로 999거래일 동안에 세계 각 주요국의 주가지수에도 같은 simulation을 적용하여, 선진국 지수가 초대형주, 중진국 지수가 대형주, 신흥국 지수가 소형주의 지수적 특성을 가진다는 것을 확인한다. 한편 우리는 이러한 특징이 주식의 진화적 특성을 보여준다고 추론한다.It is recommended that short term trade of stock should be adapted to fluctuation of the stoke prices throughout years. This study suggests the optimal trading technique following the patterns of the three types of stock: extra-big capital stock, big capital stock, small capital stock. These types are determined by the data of the stocks. The extra-big capital stock or big capital stock can be found in the stock market of the developed countries including western Europe and America. The small capital stock can be found in the stock market of the developing countries. Particularly, the delta f method using multifractal analysis can be applied to the extra-big capital stock trading technique. We provide the mathematical theory and statistical data for the validation of this application. We give the result of simulation of this application in the world stock market. Our application also gives some idea of the study of the evolution of the stock.stock, 10 day trade, multifractal,, evolution of stock"
137,주식시장이전에 따른 주가반응,"김현표 /Kim, Hyun-Pyo",2009,대한경영학회,"본 연구는 국내의 자본시장에서 기업의 주식시장 이전에 따른 주가반응을 실증적으로 분석하였다. 2000년 이후에 많은 코스닥상장기업들이 계속적으로 유가증권시장으로 이전을 하고 있다. 코스닥시장에 팽배해 있는 부정적인 이미지로 인해서 많은 기업이 ‘탈 도미노 현상’처럼 이전을 하고 있는 것이다. 본 연구에서는 실제로 자본시장의 투자자들이 주식시장이전을 긍정적인 사건으로 평가하는지에 대한 분석을 실시했다. 표본은 2000년부터 2007년까지 주식시장을 이전한 기업 26개 기업과 동일한 업종(Kis-Value에서 제공하는 산업군에 따른 분류) 내에서 자산 규모가 가장 유사한 2개의 기업을 선별하여 대응표본(매칭기법)을 사용하였다. 해당 표본과 대응기업에 대하여 두 기업집단 간 평균차이분석과 회귀분석결과는 주식시장이전에 관한 공시일(announcement date)과 실제 이전일(actual date)에 다르게 나타났다. 주식시장이전에 관한 공시일(announcement date)에 두 집단 간 초과수익률에 대한 단일변량분석을 실시한 결과, 평균적으로 주식시장이전을 공시한 기업의 초과수익률이 대응기업보다 높은 것으로 나타났다. 또한, 회귀분석에서도 주식시장이전에 대한 공시와 기업의 초과수익률은 통계적으로 유의한 양의 관계를 보였다. 그러나 주식시장 이전일(actual date)에 두 집단 간 초과수익률에 대한 단일변량분석을 실시한 결과에서는 오히려 주식시장이전기업의 초과수익률이 대응기업보다 낮게 나타났다. 또한, 회귀분석에서도 주식시장이전과 기업의 초과수익률은 통계적으로 유의한 음의 관계를 보였다. 이러한 결과는 코스닥시장 투자자들은 유가증권시장으로의 이전공시를 해당 기업에 대하여 긍정적인 사건으로 평가하지만, 코스닥상장기업이 실제로 유가증권시장으로 이전될 때 유가증권시장의 투자자들은 해당 기업을 동종 유사규모의 기업보다 오히려 부정적으로 평가함을 알 수 있다.This study empirically analyzes the effect of the transfer of listing market between the transfer company and the matching companies which has a similar asset. We adopt cumulative abnormal returns (CAR) to investigate the effect of changing market. The various indexes were provided by the Kis-value and Data Analysis, Retrieval and Transfer system (DART). The sample of the company is consisted of 26 firms that was transferred of listing market during the years 2000-2007 and their matching companies of 52. The empirical tests are conducted by t-test between two groups and regression analyses after controlling size, and book to market ratio(BTMR). The results are as follows. First, the mean of the sample companies' cumulative abnormal returns is significantly higher than the mean of the matching companies's cumulative abnormal returns at announcement date. Also, the cumulative abnormal returns are significantly and positively associated with the transfer variable at announcement date. Second, the mean of the sample companies' cumulative abnormal returns is significantly lower than the matching companies' cumulative abnormal returns at actual transfer date. Also, the cumulative abnormal returns are significantly and negatively associated with the transfer variable at actual transfer date. These results imply that investors recognize that the transfer announcement of listing market is a good news in capital market. But the actual date of transfer in listing market is a bad news.Stock Listing Transfer, KOSDAQ, KOSPI"
138,주식수익률의 예측 가능성과 변동성 시계 표본,김인무 /In-Moo Kim,2009,한국경제학회,"본 논문은 한국 주식시장에서 시장이자율을 포함하는 재무변수들이 주식수익률
을 예측할 수 있는지에 관하여 실증분석하였다. 달력시간에 입각한 표본을 사용
하는 기존의 시계열분석과는 달리, 본 논문은 한국주식시장의 경제적 시간을 변
동성 시계로 측정하고, 이를 이용하여 관측치를 추출한 변동성 시계 표본을 사용
하였다. 주식수익률의 예측가능성을 검정하는 방법으로는 널리 사용되는 이단계
추정법과 Q-통계량 검정방법을 사용하였으며, 통상적인 달력 시계 표본과 변동
성 시계 표본을 이용하여 비교분석하였다. 실증분석 결과 한국주식시장의 경우
표본추출방법이 다르더라도 이자율은 주식수익률에 대하여 예측력을 가지는 것
으로 나타났으며, 배당수익률과 이익주가비율이 주식수익률에 미치는 영향은 표
본의 추출방법에 따라 차이가 있는 것으로 나타났다.This paper investigates the predictability of Korean stock returns by using
various samples. It is suggested to use the observations sampled by the
volatility clock to correct the problems of persistence and endogeneity found in
previous studies. We find evidence for predictability with the interest rate,
while that with other financial variables depends on the inference methods and
the sampling clocks.This paper investigates the predictability of Korean stock returns by using
various samples. It is suggested to use the observations sampled by the
volatility clock to correct the problems of persistence and endogeneity found in
previous studies. We find evidence for predictability with the interest rate,
while that with other financial variables depends on the inference methods and
the sampling clocks.predictability of stock return, economic time, volatility clock sample"
139,주식회사법 개정제안,"정찬형 /CHUNG, Chan Hyung",2010,법무부,"주식회사법 개정제안은 2008년 상법개정안상 개정이 필요한 사항과 현행 상법(2009년 개정내용을 포함)상 개정이 필요한 사항으로 나누어 제안한다.
2008년 상법개정안상 개정이 필요한 사항으로 중요한 것은 ① 무액면주식제도의 도입은 특히 상장회사·금융기관 등의 경우 그 단점이 보완되어야 하는 점, ② 자기주식의 취득을 자유롭게 하면 이를 처분함에는 기존주주의 이익을 보호하기 위한 조치가 전제되어야 하는 점, ③ 대회사는 의무적으로 집행임원제도를 도입하도록 하는 점 등이다.
현행 상법상 개정이 필요한 사항으로 중요한 것은 ① 상장회사의 사외이사의 활동내역 등을 모든 주주총회의 소집통지·공고에 공시하도록 하는 것을 폐지하는 점, ② 대회사의 경우 집중투표배제를 위한 정관개정에 (대)주주의 의결권을 제한하는 것을 폐지하는 점, ③ 대회사의 경우 ‘사외이사후보추천위원회’를 의무적으로 두도록 하는 것을 폐지하고 새로운 방안을 모색하여야 하는 점, ④ 자산총액 1,000억원 이상 2조원 미만인 상장회사는 (집행임원이 없는 한) 의무적으로 상근감사를 두도록 하여야 하는 점, ⑤ 대회사가 (의무적으로) 집행임원을 둔 경우라면 감사위원회 위원을 주주총회에서 선임·해임하도록 하고 이 때 주주의 의결권을 제한하는 규정 등은 폐지되어야 하는 점, ⑥ 주식회사에서 최저자본금은 부활되어야 하는 점, ⑦ 주주총회 결의요건에서 출석정족수를 부활하여야 하는 점, ⑧ 회사의 분할을 유한회사로 확대하고 분할의 대상을 ‘영업’으로 명확히 하며 흡수분할에도 물적 분할을 인정하여야 하는 점 등, ⑨ 주식의 포괄적 교환(이전)에서 주식교환(이전)비율 등의 공정성 확보를 위한 필요한 조치가 있어야 하는 점 등, ⑩ 간이영업양도·양수 및 소규모 영업양수를 인정하고 영업의 중요한 일부양도 등의 기준을 구체적으로 정하여야 하는 점, ⑪ 대회사 이외의 경우 이사회와는 별도의 집행임원을 둔 경우에만 감사위원회를 두도록 하여야 하는 점 등이다.I propose amendment provisions in 2008 Government Amendment Drafts(hereinafter “Draft”) and in the present Commercial Code(especially stock corporation law)(hereinafter “Commercial Code”) separately as follows.


1. My amendment proposals in the Draft 

(1)The Draft adopted newly no-par share system. I propose that the sufficient supplementary articles about remedy for the defects from no-par share system should be made before the adoption of no-par share system.
(2)The Draft allowed in principle the acquisition of company's own shares on the contrary of the present article. In that case, I propose that the sufficient supplementary articles not to infringe shareholder's existing right should be made when the company disposes such its own shares.
(3)The Draft permitted medium or large size stock corporation to adopt executive officer system voluntarily. But I propose that large size stock corporation should adopt executive officer system mandatorily.


2. My amendment proposals in the Commercial Code(including amended articles in 2009)

(1)The provision on the disclosure of outside(independent) director's activities etc.(Art.542-4 Para.3) should be deleted. Because such provision is against the directors' personal privacy.
(2)The special provision on exclusion of cumulative voting system in a large size stock corporation(Act.542-7) should be deleted. Because it is against the principle of equality of shareholder without reasonal ground.
(3)The mandatory appointment of a majority outside(independent) director in a aboard of directors and the mandatory establishment of audit committee premise that the executive officer system should be adopted mandatorily. Therefore, in case that the executive officer system is adopted in large size stock corporation, the provision on the appointment and the dismissal of audit committee members in the shareholders’ meeting(Art.542-12) should be deleted. Because audit committee members should be appointed and dismissed by board of directors.
(4)The minimum capital system(Art.329 Para.1) should be restored.
(5)The quorum system in the voting of shareholders’ meeting should be revived.
(6)The audit committee system in lieu of auditor system should be adopted only by stock corporation with executive officer system in case of medium size stock corporation.no-par share, acquisition of company’s own shares, executive officer, outside (independent) director, cumulative voting, audit committee, minimum capital, quorum"
140,「대주식회사법」의 구축과 기업지배구조 - 일본 신회사법을 토대로 하여 -,왕순모 /Wang Soon-Mo,2010,조선대학교 법학연구원,"우리나라의 경우 대규모·공개회사에 대해서는 그 실체에 걸맞은 구분입법과 규제분화의 필요성이 강력히 제기되고 있으며, 이들에 대한 법적규제를 임기응변식의 특별법이나 하위의 규칙, 기준 등으로 대응하기에는 이미 그 한계에 봉착해 있다. 또한 각종 회사기업 중 주식회사가 95% 이상을 차지하고 있으며, 그 중에서 주식회사다운 주식회사의 전형이라고 할 수 있는 상장회사는 0.5% 미만이다. 따라서 주식회사의 대부분은 입법자가 원래 이상적 형태로서 구상하였던 대규모의 기업도 공개기업도 아닌, 말하자면 그 실체는 소규모의 영세기업이며, 동족 내지는 혈족에 의해 운영되는 개인기업에 지나지 않는다. 이러한 현상은 비교법적 관점에서 보아도 매우 이례적이며, 실제 이에 따른 폐해도 다방면에 걸쳐 나타나고 있다.
이 논문에서는 위와 같은 문제의식을 토대로 하여 대규모·공개주식회사와 중소규모의 폐쇄주식회사는 그 실체에 있어서 뿐만 아니라 운영상의 경제적 기능에 있어서도 본질적으로 다르다는 점에 착안하여, 대소회사구분입법 및 규제분화가 선행되어야 할 필요성을 강조하는 한편, 유한회사를 포함한 중소규모의 폐쇄주식회사에 적용될 이른바 「중소주식회사통합법」과는 별도로 일본의 최근 입법 동향, 특히 신회사법을 참고로 하여 대규모·공개주식회사에 적용될 「대주식회사법」의 구축을 시도하고, 기업지배구조와 관련된 각종 특별법 등의 수용방안과 「대주식회사법」의 기본체제를 구상해 보았다.Regulations upon large open corporations should be adopted into the system of the Corporate Law, In Korea, though, they have been, as temporary expeditious measures in order to settle problems of those time and to cope with social changes, adopted into various special laws such as the Securities Exchange Act and the External Audits Law as well as various rules derived from them. It can be said that the dual regulatory practices have severely confused corporate interests, and the compulsory provisions in the Corporate Law have been either abrogated or violated by such special laws and their abusive revisions. As a result of those, the Corporate Law has been losing the original functions of the basic corporate laws and eventually jeopardizing its unconstitutionality.
Considering these problems, there is a general agreement among scholars and in business world in Korea that corporate regulations have come to the point where those special laws and rules as expedient measures lost their impacts and there have been debates on the necessity to legislate for the separation between large and small corporations.
Among the system of companies that are regulated by the Corporate Law, stock companies count more than 95% in korea, but the number of listed companies are only about 730 companies. And so, most of stock companies are not large nor open companies, and they are just operated by family members. From the point of comparative legal system, this present situation is quite abnormal, producing various problems in many areas. If small and closed companies are regulated uniformly and continuously by strict and complex regulations aimed at large and open companies, they might consciously or unconsciously try to completely evade regulations by the corporate laws. As the Corporate Law are not able to reflect the realities of corporate world,their authority as the basic laws of corporate world, will be reduced,if not completely lost.
With the above understanding, this paper argues that there are differences between large and open corporations and small and closed corporations in terms of the economic functions in their operations as well as their nature, and it is an imperative to separate regulatory laws into ones which are directed towards large and open corporations and ones which are directed towards small and closed corporations.
Further, this paper try to construct ‘the Large Corporations Act’ as special law, and finally present specific details for new corporate governance system in large and open corporations.separate legislation between large and small corporation,corporate governance, the new japanese corporation law,securities exchange law, large opened corporation,small closed corporation, large corporation law,small corporation law"
