,제목,저자,출판일,기관,초록
190,교육용 게임을 위한 기호학적 분석,박형성 /Hyungsung Park,2008,한국게임학회,"본 연구에서는 교육용 게임의 본질을 분석하고자, 기호학적 분석 방법을 도입하여 연구를 수
행하였다. 교육용 게임에서 기호가 어떤 방식으로 나타나는지를 분석하였으며, 교육에 대한 개
념을 기호와 기호작용이라는 관점으로 설명한 퍼스의 기호학을 이용하여 교육적으로 활용하는
게임인 롤러코스터 타이쿤2를 분석하였다. 분석결과 표상체, 대상체, 해석체의 기호와 함께, 일
차성, 이차성, 삼차성의 기호를 모두 가지고 있었다. 특히 롤러코스터 타이쿤2에서는 2차성과 3
차성의 기호가 많은 부분을 차지하는 것으로 분석되었다. 2차성의 기호는 논리적이고 창의적인
사고를 하는데 도움을 주는 기호이며 3차성 기호는 학습자의 창의력 신장에 도움을 주는 기호
이다. 이 기호가 교육용 게임에서 많이 등장하는 것은 논리적인 전략을 세워서 문제를 해결해
야하는 상황이 중심이 되는 것으로 해석할 수 있다.In this research, the researcher uses semiotic methods in order to analyze the essential
aspects of educational games. The basic concepts of semiotics and their relevance to
education are explored, as well as how signs are shown in a particular educational game
is examined. Several semiotic theories which can assist in analyzing educational game are
examined. Roller coaster Tycoon2, an educational game, is analyzed using Peirce‘s
semiology in which education is defined in terms of signs and semiosis. As a result of
analyzing Roller Coaster Tycoon2, a educational game, through Peirces semiology, the
game was found to contain all the different types of signs. It contains the three types of
signs (sign, object, interpretant) as well as firstness, secondness, and thirdness. Especially,
the second and third has a major part in Roller Coaster Tycoon2. The sign of the second
is assists in logical and creative thinking, the third is assists in creative. It appears often
in the game due to the real-time strategy game environment in which problems are solved
by planning logical strategies after considering the relationship between several signs.In this research, the researcher uses semiotic methods in order to analyze the essential
aspects of educational games. The basic concepts of semiotics and their relevance to
education are explored, as well as how signs are shown in a particular educational game
is examined. Several semiotic theories which can assist in analyzing educational game are
examined. Roller coaster Tycoon2, an educational game, is analyzed using Peirce‘s
semiology in which education is defined in terms of signs and semiosis. As a result of
analyzing Roller Coaster Tycoon2, a educational game, through Peirces semiology, the
game was found to contain all the different types of signs. It contains the three types of
signs (sign, object, interpretant) as well as firstness, secondness, and thirdness. Especially,
the second and third has a major part in Roller Coaster Tycoon2. The sign of the second
is assists in logical and creative thinking, the third is assists in creative. It appears often
in the game due to the real-time strategy game environment in which problems are solved
by planning logical strategies after considering the relationship between several signs.Educational Game, Peirce's Semiotics"
191,시리어스 게임을 위한 무선 디바이스 인터페이스 개발에 관한 연구,배재환 /Jae Hwan Bae,2008,(사)한국컴퓨터게임학회,"최근 국내 온라인 게임 산업이 발전과 더불어 게임의 부작용에 대한 우려가 나타나고 있다. 이를 개선하기 위해서
시리어스 게임에 대한 연구가 필요하다. 시리어스 게임은 게임의 요소를 충분히 포함하고 있으면서, 재미 외에 특별
한 효과(교육적, 치료, 심리적, 정서적)를 갖는 게임으로, 기존의 게임분류에 포함되지 않는 새로운 형태의 게임 이라
고 할 수 있다. 이에 본 논문에서는 시리어스 게임 사용자를 위한 사용하기 편리한 무선 디바이스 인터페이스를 개
발 하고자 한다.Recently, the domestic online game industry is the development of the game, with concerns about side effects as well.
In order to improve them Serious Game are needed for research. Serious Game contains enough elements to stay in the
game, in addition to the fun special effects (educational, medical care, psychological, emotional) with a game in the existing
category of games that are not included in a new form of game that can There is. In this paper, the Serious Game for
users who want to develop a convenient radio interface devices.Recently, the domestic online game industry is the development of the game, with concerns about side effects as well.
In order to improve them Serious Game are needed for research. Serious Game contains enough elements to stay in the
game, in addition to the fun special effects (educational, medical care, psychological, emotional) with a game in the existing
category of games that are not included in a new form of game that can There is. In this paper, the Serious Game for
users who want to develop a convenient radio interface devices.Serious Game, Radio Device Interface, Interface Algorithm"
192,온라인 게임 시장세분화를 위한 변수요인 추출에 관한 연구,"권혁인 /kwon, hyeog in",2008,(사)한국컴퓨터게임학회,"최근 온라인 게임 이용자가 기하급수적으로 증가하는 초기 진입단계를 지나 현재 성장세가 둔화되는 현상을 나타내고 있다. 게임 시장 성장단계에서 성숙단계로 진입한 것을 단적으로 나타내는 증거로 판단된다. 성숙단계의 온라인게임 시장에 대한 철저한 분석과 전략수립 없이는 시장 진입 및 기업 성과를 이끌어 내는데 걸림돌로 작용할 것이다. 이에 게임 산업 내 기업들은 온라인 게임 시장에 대한 정보를 파악하는데 시간과 자원을 투자하고 있다. 그러나 시장을 이해하기 위한 대표적 정보인 시장 세분화에 대한 연구가 미비하다. 학계나 산업계에서는 기존 게임시장세분화에 관한 연구와 보고서가 진행되고 있으나 게임 시장에 대한 전반적인 기초적 수준의 정보를 제공하고 있으며, 정보 또한 제한 적인 내용이 많아 산업 내 기업들이 실무적 도움을 주고 있지 못하고 있는 것이 현실이다. 따라서 본 연구에서는 기존 연구에서 나타난 한계점을 보완하고 향후 연구에 기반이 되고자 기존 시장 세분화의 기준변수와 설명변수의 고찰하고 온라인 게임 시장 세분화 변수를 추출하여 온라인 게임 시장세분화를 수행하는데 있어 적합한 기준을 제시하고자 한다.Recently, online game users growing exponentially over the initial steps to enter and the phenomenon indicates that growth is slowing. That is the initial stages of growth of the game entered a mature phase indicates. A thorough market analysis and strategic planning. If so, you can expect the market will not fail and corporate performance. So, companies have to learn about online game market, a lot of time and resources invested. However, the market for understanding representative incomplete information, market segmentation aggressive growth strategy that companies are now unable to lead the industry. This research will complement the existing limitations, and future studies appeared in the market for research that development
would like variables. Along, online game market segmentation variables that make it suitable to perform online game based on market segmentation is expected to be utilized.Recently, online game users growing exponentially over the initial steps to enter and the phenomenon indicates that growth is slowing. That is the initial stages of growth of the game entered a mature phase indicates. A thorough market analysis and strategic planning. If so, you can expect the market will not fail and corporate performance. So, companies have to learn about online game market, a lot of time and resources invested. However, the market for understanding representative incomplete information, market segmentation aggressive growth strategy that companies are now unable to lead the industry. This research will complement the existing limitations, and future studies appeared in the market for research that development
would like variables. Along, online game market segmentation variables that make it suitable to perform online game based on market segmentation is expected to be utilized.On-Line Game industry, Market Segmentation, Classification variable, Discrimination variable"
193,온라인 게임의 업데이트 연구,이진 /lee jin,2008,(사)한국컴퓨터게임학회,"디지털 환경에서 단일 콘텐츠의 연속체적 진화 방식이라고 볼 수 있는 업데이트는 완벽함과 새로움을 동시에 지향한다. MMORPG와 같은 온라인 게임의 업데이트는 영속적인 월드라는 하나의 장(場)에 대해 지속적인 개선과 함께 새로운 콘텐츠를 생성하는 작업이다. 본 연구는 콘텐츠 진화의 관점에서 온라인 게임 업데이트의 유형을 분류하고, 기호학 이론을 통해 온라인 게임 업데이트가 이루어지는 구조를 살펴본다. 업데이트의 양태를 밝히는 것은 온라인 게임 월드에서 이루어지는 서사의 양상과 의미 형성 구조를 이해하는데 유의미하다고 할 수 있다.As continuous way of evolution about single contents in digital environment, update works both perpect and new. Like a MMORPG, update of online game makes continuous improvement and new contents toward a field of persistent world. In veiw of evolution about contents, this study classifies a type on update of online game and deals with structure on update of online game through semiology theory. It is a meaningful to find aspects on update of online game for understanding aspect of narration and structure on formation of meaning in online game world.update, Online game, Lineage 2, update type"
194,인터넷 게임과 뱅킹 인증을 위한 개선된 보안 알고리즘의 설계 및 구현,이창조 /lee chang jo,2008,(사)한국컴퓨터게임학회,"인터넷이 발전해감에 따라 사이버 세계라고 하는 또 다른 세상이 창출되었다. 그러나 정보보호의 취약성 때문에 인터넷 게임과 인터넷 뱅킹 서비스를 이용하는 사용자들의 안전성이 보장되지 않고 있는 실정이다. 이처럼 불법 침입자들로부터 선의의 이용자를 보호하기 위한 대응책을 채택하고자 본 논문에서는 인터넷 게임과 뱅킹의 개선된 인증과정을 통하여 일반 사용자들도 이러한 정보들에 손쉽게 접근할 수 있게 하여 더욱더 인증보안이 강화된 알고리즘을 설계하고 구현해 보았으며 기존의 인증보안 방식과도 비교하여 설문조사를 해 본 결과를 바탕으로 새로운 인증방법을 적용해 보는데 그 목적이 있다.The development of Internet has created a new world called the Cyber world. However, because of the weakness in the security service, Internet game and Internet Banking service users still reluctant to use Internet to accomplish high value business transactions. To overcome this situation we must develop various security services so that the Internet game and Banking service users can use any services freely as the development of Internet, the corresponding technologies are available for the general public and this makes the security services more important than ever before. In this paper, we are design and implementation of improved security certificate algorithm that are simulated to solve the Internet game and Banking security
problems.The development of Internet has created a new world called the Cyber world. However, because of the weakness in the security service, Internet game and Internet Banking service users still reluctant to use Internet to accomplish high value business transactions. To overcome this situation we must develop various security services so that the Internet game and Banking service users can use any services freely as the development of Internet, the corresponding technologies are available for the general public and this makes the security services more important than ever before. In this paper, we are design and implementation of improved security certificate algorithm that are simulated to solve the Internet game and Banking security
problems.Internet game Certificate, Banking Certificate, Improved Security Algorithm."
195,아케이드 게임산업 매커니즘에 관한 연구,이지훈 /Lee Ji Hun,2008,(사)한국컴퓨터게임학회,"신규 산업의 발전을 위해 정부는 많은 지원을 한다. 특히 게임산업은 정부지원체제로 약 10년간 운영이 되어 왔다. 그 결과 게임산업은 많은 성장을 하게 되었다. 하지만 비균형 지원으로 인하여 업계, 학계, 소비자의 요구 상황을 모두 수용할 수 없는 상황이다. 타 플랫폼도 비슷하겠지만 특히 규모면에서 1위를 차지하고 있는 아케이드 게임산업도 예외는 아니다. 게임의 개발에서부터 유통, 판매에 걸쳐 다방면으로 정부는 지원을 하여야 하고, 사회적 이미지를 긍정적인 인프라로 조성하여 아케이드 게임산업을 발전시켜야 하지만, 아직까지 많은 문제점을 안고 있는 실정이다. 이러한 차원에서 본 연구의 방향을 아케이드 게임산업 육성책 마련에 중점을 두었다.Our government provides numerous supports for new business development. Particularly, game business has been run for 10 years based on the government assistance system. As the result, game business has achieved a great growth. However, they feel difficulties to take all of requests from the industry, academy and customers due to unbalanced assistance. Other platforms may be in the same condition and specifically arcade game industry that is the number one business in size wide also cannot be excluded. Our government should assist game development, its delivery and its sales, and it should also help arcade game industry development by constructing positive social images. However, there are still many problematic issues now. In order to overcome these problems, we focus on how to promote arcade game industry in our study.Arcade, Game Industry, Industry Policy, Mechanism"
196,컴퓨터게임을 위한 비사실적 렌더링 기술,정규만 /jeong kyuman,2008,(사)한국컴퓨터게임학회,"비사실적 렌더링 기술은 게임에서 렌더링 기법으로 가장 흔하게 사용되고 있다. 이는 게임에서 가장 중요한 특성인 실시간 성능이라는 점에서 기인했다고 할 수 있다. 본 연구에서는 게임에 적용할 수 있는 비사실적 렌더링 기법에 대해 살펴보고, 현재 적용사례 및 이를 바탕으로 앞으로의 기술 발전 방향에 대해 살펴보고자 한다.Non-photorealistic rendering techniques are widely used in games. It is because one of the most important features in game rendering is real-time performance. In this paper, non-photorealistic rendering research trend is reviewed and we will present a future research direction for game rendering.Non-Photorealistic Rendering, Computer Game, Black Ink Rendering"
197,온라인 게임의 내부 형평성 연구 - <리니지> 사례를 중심으로,최성준 /SungJun Choi,2008,(사)한국컴퓨터게임학회,"온라인 게임은 불특정다수의 유저가 가상세계라는 공간에 모여 새롭게 구축해낸 또 하나의 사회공동체이다. 사회가 원활하게 유지되기 위해서는 구성원들 간의 조화를 이루기 위한 내부 규율이 필요하다. 그렇다면 온라인 게임에서의 내부 규율은 무엇일까? 온라인 게임은 게임 제작사의 의도한 바에 따라 창조된 가상세계이다. 그러나 유저들에 의해 그 세계는 변형되고 재창조된다. 이에 따라 온라인 게임의 내부 규율을 형평성에 입각하여 게임과 유저, 유저와 유저간의 조화를 살펴보고자 한다.On-line game is another new social community created by unspecified individuals in a virtual reality. In order to keep one society peacefully, there has to be inner regulations for harmony among the members of the society. If so, what would be the inner regulations for on-line game world? On-line game is virtual reality created according to its game manufacturer's
intension. However, users transform and re-created the world. Therefore, this study is intended to explore inner regulations of on-line game in the light of equity, and harmony between game and user, and between user and user.On-line game is another new social community created by unspecified individuals in a virtual reality. In order to keep one society peacefully, there has to be inner regulations for harmony among the members of the society. If so, what would be the inner regulations for on-line game world? On-line game is virtual reality created according to its game manufacturer's
intension. However, users transform and re-created the world. Therefore, this study is intended to explore inner regulations of on-line game in the light of equity, and harmony between game and user, and between user and user.online game, equity, Lineage"
198,인터넷게임 동기에 있어서 사교성과 공격성이 청소년의 대인관계에 미치는 영향: 애착을 조절변인으로,조한익 /Jo， Hanik,2008,(사)한국컴퓨터게임학회,"본 연구는 청소년들의 인터넷 게임동기에 있어서 사교성과 공격성이 그들의 대인관계에 어떠한 영향을 미치는가를 알아보고자 하는 것이다. 연구결과, 인터넷게임 동기(사교성, 공격성)에 따라 가상적 대인관계는 차이가 있는 것으로 나타났다. 따라서 청소년들의 인터넷게임 동기는 그들의 가상적 대인관계에 영향을 끼치기 때문에, 공격성보다는 사교성의 동기로 인터넷게임을 하도록 장려하고, 올바른 가상적 대인관계를 형성할 수 있도록 유도하는 것이 필요하다.The purpose of this study attempts to see the influence of sociality and aggressiveness in the Internet game motives on the interpersonal relations of youths. The results of this study shows that there is a difference in on-line interpersonal relations based on the Internet game motives(sociality, aggressiveness). Therefore, we need to encourage the youths to play
an Internet game with a social motive and lead them to make a right interpersonal relation because the Internet game motives of youths can affect their on-line interpersonal relations.The purpose of this study attempts to see the influence of sociality and aggressiveness in the Internet game motives on the interpersonal relations of youths. The results of this study shows that there is a difference in on-line interpersonal relations based on the Internet game motives(sociality, aggressiveness). Therefore, we need to encourage the youths to play
an Internet game with a social motive and lead them to make a right interpersonal relation because the Internet game motives of youths can affect their on-line interpersonal relations.game motive, game addiction, interpersonal relation, attachment"
199,온라인게임 아이템 소득 과세부과에 대한 법적고찰,정형원 /Hyungwon Jung,2009,(사)한국컴퓨터게임학회,"게임산업진흥에 관한 법률이 온라인 아이템 거래를 금지하고 있지만 실제 여러 형태로 거래되고 있는바 이며 많은 법적 혹은 사회적 문제를 내포한 채 양성화론과 규제론이 논의되고 있다. 국세당국에서는 인터넷 아이템 중개시장 및 거래 소득에 대한 과세 정상화 방안을 추진하고 있으며 외국에서는 과세했다는 기사가 있었다. <게임산업진흥에 관한 법률>의 목적이 게임 산업의 진흥 및 국민의 건전한 게임문화를 확립하는데 있다고 밝히고 있고 동법 제14조에서는 게임이용자가 입을 수 있는 피해의 예방 및 구제에 있다고 밝히고 있으나 다수의 게임이용자들에게 범법 위험에 빠질 우려가 있어 양성화 논의와 함께 조세법적 논의가 필요하다.Online items have real business relations in various ways though Game Industry Promotion Act prohibits having business relations in online items. Thus, the theories of bringing it into the open and of imposing legal controls on it are being studied with a lot of legal and social problems. 
The national tax authorities are pursuing a plan to normalize taxation on internet item intermediary market and transaction income. There was an article that a foreign authority imposed tax on them. The authority concerned discloses that the purpose of <Game Industry Promotion Act>is to establish promotion of the game industry and healthy game culture of the people. Article 14 of the same act discloses that the purpose of the same act is to prevent and relieve game users’damage. However, it is necessary to have a tax-law discussion with discussion on bringing it to the open since a lot of game users may drift into an illegal danger.Online items have real business relations in various ways though Game Industry Promotion Act prohibits having business relations in online items. Thus, the theories of bringing it into the open and of imposing legal controls on it are being studied with a lot of legal and social problems. 
The national tax authorities are pursuing a plan to normalize taxation on internet item intermediary market and transaction income. There was an article that a foreign authority imposed tax on them. The authority concerned discloses that the purpose of <Game Industry Promotion Act>is to establish promotion of the game industry and healthy game culture of the people. Article 14 of the same act discloses that the purpose of the same act is to prevent and relieve game users’damage. However, it is necessary to have a tax-law discussion with discussion on bringing it to the open since a lot of game users may drift into an illegal danger.On-line game item, game-item, tax-law, game culture, game industry"
200,온라인게임기업 가치평가 추진방안에 관한 연구,최용석 /Choi Yong Seok,2009,(사)한국컴퓨터게임학회,"최근 온라인 게임 산업은 이제 새로운 도전을 통해 거듭 성장 할 수 있는 기회 잡아야 하며, 미시적 관점으로는 기업 내부적으로 개발되는 온라인 게임 자체의 질이나 운영되는 서비스질도 중요하지만 거시적 관점에서 성장하기 위해서는 온라인 게임 기업 가치평가가 필요하다고 판단된다. 따라서 본 연구에서는 온라인 게임 콘텐츠 평가 체계를 성공적으로 추진하기 위한 방안을 제시하고자 한다. 이를 위해서 온라인 게임 콘텐츠 가치평가가 기존 타 산업 기업 가치평가와의 차별성을 통해 온라인 게임 산업 특성을 반영한 온라인 게임 기업 가치평가에 대한 필요성을 논하고, 온라인 게임 기업 가치 평가를 위한 추진방안을 체계적으로 제시하고자 한다.Recently, It's a new challenge to the online-game industry repeatedly to get a chance to grow. So, the company developed microscopic perspective, the quality of the game itself and the quality of service is also important and running. and the long-term perspective is needed to evaluate corporate value. Therefore, this study evaluated the value of a successful online game company is to propose a way to design. To analyze the differences with other companies in industry to evaluate value. So, to propose valuation of game company need. Finally, for valuation models in on-line game industry is propose the development strategy.On-line Game, Valuation model, Value Creation"
201,국내 게임 시장내 분야별 인력 양성 현황에 관한 연구,이지훈 /Lee Ji Hun,2009,(사)한국컴퓨터게임학회,"국내 게임 산업은 10년간 지속적인 발전을 하고 있지만 인력에 대한 구조와 양성에 대한 변화는 미흡하게 이루어지고 있다. 게임 산업이 중심이 되어 파생되는 새로운 산업은 증가하고 있지만 인력 구조 변화는 신규 직업과 맞지 않게 흐르고 있다. 따라서 본 연구에서는 국내 게임 시장의 인력 현황을 살펴보고 적재적소의 인력 배치 방안에 대해 고찰하고자 한다.Although domestic game industry have been developed steady for 10 years, the change leaves much to be desired about structure and development in human resource. The number of new industry is derived from game industry is increasing, But, the change of human resource structure is going against new job. Therefore, this study is going to consider in way to put the right man in the right place standing on human resource condition in domestic game market.domestic game industry"
202,컴퓨터 게임을 위한 카툰 렌더링 기술 분석,이윤진 /Yunjin Lee,2009,(사)한국컴퓨터게임학회,"카툰 렌더링은 표현하고자 하는 물체의 내부를 2~3 단계로 나누어 단순화된 음영으로 처리하고, 모델의 윤곽선을 그려 마치 셀 애니메이션과 비슷한 효과를 내는 방법으로 아주 고전적인 기술이라 할 수 있다. 특히 컴퓨터 게임에서는 그 초기부터 카툰 렌더링이 사용되었고 현재에도 가장 많이 사용되는 기법이다. 역사적으로도 오래된 기법이므로 사용자에게 친근한 느낌을 주기 때문에 카툰 렌더링은 많은 캐주얼 게임의 성공에 중요한 역할을 하였다. 하지만 최근에는 많은 게임들이 카툰 렌더링을 사용함에 따라 그래픽 상으로 큰 차이를 낼 수 없게 되었다. 본 논문에서는 현재 사용되고 있는 카툰 렌더링 기술을 현황을 살펴보고, 이를 바탕으로 컴퓨터 게임을 위한 카툰 렌더링의 발전 방향에 대해 살펴보려 한다.Cartoon rendering is one of the traditional technologies in computer graphics, which expresses objects' interior with simple shading of 2 or 3 levels and adds silhouettes. Its effect is very similar to that of cel animation. In computer game society, especially, cartoon rendering was used from the beginning and is most widely used until so far. Thanks to the familiarity of cartoon rendering, many casual games with cartoon rendering style succeeded in industry. However, users do not see much difference between commercial games because they use almost the same cartoon rendering algorithms. In this paper, recent trend on cartoon rendering technologies in computer game industry is reviewed and we will present its future research direction for game games.Cartoon Rendering, Computer Game, Non-Photorealistic Rendering"
203,현실과 게임 내에서 드러나는 성취동기의 비교 분석,정재범 /Jaebum Jung,2009,(사)한국컴퓨터게임학회,"본 연구는 현실에서의 성취동기(achievement motivation)가 컴퓨터 게임이라는 가상 현실에서 어떻게 나타나는지를 비교 분석하고자 하였다. 이를 위해 다섯 가지 성취동기의 하위 척도 (과업지향성, 자기책임성, 도전성, 승부 및 결과에 대한 관심도, 미래에 대한 관심도)를 통해 현실에서의 성취동기와 컴퓨터 게임 내에서의 성취동기를 조사하였다. 결과는 현실 내 성취동기와 컴퓨터 게임 내 성취동기는 전반적으로 정적 상관을 가지고 있음이 드러났지만, 몇 가지 점에서 다른 심리적 양상이 발견되었다. 즉, 컴퓨터 가상 공간에서 보다 현실 공간에서 미래에 대한 보다 많은 관심을 보였으며, 특히, 자기 책임성항목과 관련하여 컴퓨터 공간에서는 공동과제대한 실수를 타인에 귀인하는 반면, 현실공간에서는 자기자신에 대한 실수로 귀인하는 반대의 경향성을 보이고 있다. 결론적으로 현실에서의 성취동기와 컴퓨터 게임 수행에 과련 된 성취동기는 많은 연관성을 가졌지만, 컴퓨터 게임이라는 가상공간에서는 몇 가지 특수한 형식으로 성취동기에 대한 심적 패턴이 형성된다고 볼 수 있다.This study was designed to conduct the comparison analysis between achievement motivation in real world and virtual reality, such as computer game, by evaluating five dimensions in achievement motivation: task orientation, self-responsibility, challengability, interest of competition and its consequence and interest of the future. From the thorough evaluation on those dimensions, the study resulted with the positive correlation between achievement motivation in reality and virtual reality. However, several psychological features differed in them. In the virtual reality, subjects showed more interest in the future compared to that of reality. In addition, in the self-responsibility dimension, they attributed mistakes in collective tasks to other's fault in the virtual reality, while the attribution was headed to their own fault in the reality. In fact, achievement motivation in reality and virtual reality shares many relations. Specifically, the virtual reality in computer games forms a certain psychological pattern regarding achievement motivation in some distinctive ways.serious game, functional game, subjective viewpoint, cognitive ability, task performance strategy, playing, test"
204,온라인게임 이용 관여수준의 진단 척도 개발에 관한 연구,김다혜 /kim da hye,2009,(사)한국컴퓨터게임학회,"게임 산업은 정보 산업 중에 다른 사업과의 연계를 통해 큰 부가가치를 창출하고 침체된 IT 산업을 활성화시킬 수 있는 분야로 빠르게 성장하고 있으며, 온라인게임소비자가 폭발적으로 증가하고 소비층이 폭넓어짐에 따라 엔터테인먼트의 핵심적인 분야로 떠오르고 있다. 본 연구에서는 온라인게임소비자가 증가함에 따라 온라인 게임사용을 건전한 놀이로써 사용하고자 한다면, 우선 게임의 중독과 몰입의 상태를 정확히 측정하여 파악하고, 중독수준을 낮추고 몰입의 적정 수준을 찾을 수 있는 정확한 측정도구가 필요하다고 생각한다. 따라서 기존에 연구된 온라인게임 중독과 몰입의 측정문항을 분석하고 혼합하여 온라인게임관여수준이라는 새로운 진단척도를 개발하여 온라인게임이 더욱더 건
전한 놀이문화로 정립할 수 있도록 제시하고자 한다.The information industry during the games industry in relation to other business through the creation of added value is greater. Also can be depressed to enable the IT industry as the sector is growing rapidly, and the explosive growth of online gaming and consumer broader spending width. Thus, entertainment is emerging as a critical area. In this study, an online game consumers increasingly using online games to play sound as if you want to use, first of all the state of flow and the game addiction and know exactly what should be measured. And lower levels of addiction can find the appropriate level of flow that require accurate measurement tools is considered. Therefore, the existing online game addiction and flow
in the study conducted to analyze and mixed the measurement questions, online game concern level has developed a new diagnostic measure. Online games, so that even more could one day serve as a healthy game culture is to presentThe information industry during the games industry in relation to other business through the creation of added value is greater. Also can be depressed to enable the IT industry as the sector is growing rapidly, and the explosive growth of online gaming and consumer broader spending width. Thus, entertainment is emerging as a critical area. In this study, an online game consumers increasingly using online games to play sound as if you want to use, first of all the state of flow and the game addiction and know exactly what should be measured. And lower levels of addiction can find the appropriate level of flow that require accurate measurement tools is considered. Therefore, the existing online game addiction and flow
in the study conducted to analyze and mixed the measurement questions, online game concern level has developed a new diagnostic measure. Online games, so that even more could one day serve as a healthy game culture is to presentOn-Line Game, Flow, Addiction"
205,아케이드 게임을 위한 미디어 통합제어,남종우,2009,(사)한국컴퓨터게임학회,"아케이드 게임은 대부분 고유의 하드웨어를 가지고 있고, 비디오 게임에서 느낄 수 없는 경험을 제공하기 위해 체감형 시뮬레이터, 모션 캡쳐 장비와 같은 물리적 상호작용 기술을 적극 채용 하고 있다. 이런 물리적 상호작용 기술을 적극적으로 활용하는 몰입형 체감을 위해서는 쉽게 접근 할 수 있는 미디어들의 통합제어 기술이 필요하다. 본 논문에서는 미디어들의 통합제어 시스템인 쇼 컨트롤 시스템을 소개하고, 쇼 컨트롤을 적용한 아케이드 게임 “축구 서커스” 프로젝트를 분석하고, 향후 아케이드 게임의 미디어 통합제어 시스템의 발전 방향을 전망한다In general, arcade games have their own hardwares, and specific physical interaction technologies are actively adopted such as interaction based simulators and motion capture devices for providing experiences that is not able to sense in commodity video games. For the immersive sensation with the actively integrated physical interaction technologies, it is required to integrate the unified control technology of the related media that is easily accessible. In this paper, show control system is introduced as an unified media control system, an arcade game, ""Football Circus"", in which show controls are applied, is analyzed, and developmental direction of unified media control system in the future arcade games are forecasted.media control, arcade game"
206,기능성게임 몰입에 영향을 미치는 요인에 관한 실증연구,박정은 /Park Jeongeun,2009,(사)한국컴퓨터게임학회,"게임의 부정적 인식을 해소하고 건전한 게임 문화를 조성하기 위한 노력의 일환으로 기능성 게임이라는 것이 대두되고 있다. 기능성 게임이 무한한 시장 가능성이 있음에도 불구하고 아직 학문적 연구는 미비한 상태이다. 특히나 몰입이라는 요소는 대중을 대상으로 하는 게임 개발에서 간과해서는 안 될 중요한 요소이다. 기존 온라인 게임 몰입에 영향을 미치는 요인에 관한 연구로는 기능성 게임의 몰입 요인을 설명할 수가 없다. 따라서 본 연구에서는 기능성 게임에 영향을 미치는 몰입의 요인을 실증연구를 통해 추출하였다. 이를 위해 몰입에 관한 기존 연구를 분석하고 이를 통해 추출된 요인들을 기반으로 게임 산업 내 전문가 그룹을 통해 기능성 게임 몰입 요인을 제시하였다.Eliminate the negative perception of the game, and Efforts to creating a healthy culture of the game as part of a serious game that has been emerging. Serious game, despite the possibility of an infinite market, yet the state is insufficient scientific research. The flow of the elements that target the public should not be overlooked in game development is an important factor. Flow factor in an online game about impact factors include serious studies can not explain the game's flow factor. In this study, thus affecting the serious game's flow factor was extracted through a demonstration study. To this end, the existing flow research on the analysis and based on factors that draw a group of experts in the gaming industry with the serious game flow factors were present.Serious Game, Flow, Delphi Method"
207,유비쿼터스 게임을 위한 서비스 아키텍쳐 설계,이윤석 /Yunseok Rhee,2009,(사)한국컴퓨터게임학회,"유비쿼터스 게임은 다양한 센서와 컨텍스트 인식을 기반으로 한 새로운 게임형태이다. 본 연구에서는 유비쿼터스 게임을 지원하기 위한 PSD(Personal Space Director:사용자 공간 관리자)와 서비스 아키텍쳐를 설계 제안한다. PSD는 사용자 공간에 존재하는 센서 및 액츄에이터 디바이스를 관리하며, 이들을 어플리케이션에서 사용하기 용이하도록 하는 API(Application-Program Interface)를 제공하는 기능을 가진다. 또한 PSD가 다양한 센서 디바이스를 지원할 수 있도록 확장성을 가진 구조를 가지도록 설계하였다. 본 연구의 결과는 향후 차세대 유비쿼터스 게임의 개발 및 운영을 위한 서비스 아키텍처를 제시하고 있다. 이는 유비쿼터스 게임 분야에서 기반 역할을 하는 원천 기술로서 개발된 플랫폼을 활용하여 다양한 게임 컨텐츠의 제작 과정이 효율화될 것으로 기대된다. 특히 유비쿼터스 게임 분야는 기존의 PC 게임과 달리 사용자의 실생활에 몰입되는 것을 주요 성격으로 하는 게임 분야이기 때문에 기존 게임의 단점인 게임 중독이나 은둔형 외톨이 등의 사회문제를 극복하고 사회적인 상호작용을 통해 재미도 느낄 수 있는 보다 인간적인 게임 분야로의 전환이 기대될 수 있다고 하겠다.In this paper, we propose Player Space Director as a platform to support the development and runtime environment for ubiquitous games, especially context aware games. It addresses important issues; first, it abstracts various sensor and actuator devices. It efficiently handles input data from the sensors and recognizes contexts used in game play. Recognition of game context is algorithmically and computationally challenging processing involving multi-staged processing, such as preprocessing, data cleansing, feature generation, and context recognition. An important consideration of such issues is that PSD will usually run on resource- and energy-limited personal mobile devices. The proposed Play Space Director will form an important substrate which can accelerate the proliferation of upcoming ubiquitous games.ubiquitous, game"
