,제목,저자,출판일,기관,초록
122,중국의 대외무역 분쟁해결제도에 대한 고찰,동등,2014,한국무역보험학회,"본 연구에서 나타난 중국의 대외무역 분쟁해결제도에 대한 문제점과 한국기업에 대한 시사점은 아래와 같다. 첫째, 중국은 대외무역클레임에 대한 전담기관설치 및 법적인 장치가 마련되어 있지 않아 당사자가 클레임해결을 기피하거나 불응할 경우 클레임 해결이 용이하지 않다. 둘째, 국제상회조정센터의 조정제도는 당사자의 일방이 조정절차진행이나 조정안에 대하여 동의하지 않을 경우 분쟁을 해결할 수 없게 되어 궁극적인 해결방안이 되지 못한다. 셋째, 중국중재는 임의중재를 인정하지 않고 중재신청이전에는 재산보전 신청이 불가능하며, 신청인이 심리 불출석이나 퇴장 시 중재가 철회되어 중재판정이 불가능하고 의장중재인의 독단적인 판정이 남용될 수 있다는 문제점이 있다. 즉, 중재인단의 다수결에 의해 조정에 이르지 못하는 경우 의장중재인이 단독으로 판정할 수 있는 위험을 안고 있다. 넷째, 중국 소송제도의 문제점은 사법부의 독립이 미흡하고 법관의 자질과 능력이 부족하며, 지방보호주의가 강하며, 강제집행이 어렵다는 등의 문제점이 지적된다.This research shows the suggestion point that Korean companies’ response about Chinese foreign trade dispute solution like as follows. First, it is hard to commit an official request to China when the opposite party rejects a reception or evades a claim, because China lacks related legal forces. Second, it does not solve the problem by mediation unless one party does agree about the mediation procedures that specified in a mediation plan of the International Chamber of Commerce Mediation Center of China, means it does not become ultimate solution plan. Third, China arbitration does not recognize an ad-hoc arbitration and the preservation of property before an official arbitration application and it can happen that an arbitral award is waived if an applicant does not attend or leaves and even that chairman arbitrator abuses an arbitral award unilaterally which means, in case the majority vote was inconclusive, the award shall be decided based on the opinion of a chief arbitrator on his own. And the last, the controversial point of China litigation is that the independence of the judicature is insufficient and judicial officers still lack quality and ability, and there is another point that regional protectionism is strong and enforcement is difficult.China, Foreign Trade, Mediation, Arbitration, Litigation"
123,국제화를 위한 무역전시 참여의 효과,남현정 /Nam Hyun Jung,2015,한국무역전시학회,"본 연구의 목적은 첫째, 무역전시의 참가가 기업의 국제화에 유의미한 영향을 미치는지와 둘째, 현금보유가 무역전시 참가와 국제화에 미치는 영향을 조절하는지를 측정하고 평가해 보고자 하였다.
연구의 목적을 효과적으로 달성하여 위하여 무역전시, 현금보유, 국제화에 대한 선행연구 분석을 실시하였으며, 실증분석과 가설검증을 위하여 회귀분석을 사용하였다. 이를 위하여 한국의 유가증권시장에 상장된 546개의 제조기업을 대상으로 2010-2012년 3년간의 자료를 이용하여 실증분석하였다.
가설검증 결과에 있어서 무역참가가 국제화에 양(+) 유의한 영향을 미치는 것으로 나타났다. 무역전시 참가가 수출증가 가능성을 높일 수 있다는 것이 존재함을 확인할 수 있었다. 특히, 현금보유가 무역전시 참가와 국제화에 양(+)의 미치는 영향을 강화하는 것으로 나타났고, 이는 현금보유가 무역전시 참가와 국제화 사이의 양(+)의 가능성을 가속화하는 것으로 볼 수 있다.
본 연구의 결과는 수출에 주목하고 있는 기업에게 유용한 자료를 제시하고 있고 또한 글로벌 금융위기 이후, 기업의 유동성 증가로 발생한 문제를 수출증가로 이어지게 하기 위해 무역전시를 활용할 수 있다는 정책적 시사점을 제시할 수 있다.The purpose of this study is to analyze the impact of trade exhibition participation on internationalization of listed manufacturing firms. We explore moderating effect of cash holdings between trade exhibition participation and internationalization of firms.
We analysed cross-sectional data of 546 listed companies from 2010 to 2012 using the pooled OLS. Empirical results showed that the there was a positive significant relation between trade exhibition participation and internationalization of firms This study also found that cash holdings have a significant negative moderating effects in the pathway between trade exhibition participation and internationalization.
Cash liquidities can be rapidly induced internationalization. Trade exhibition participation also increase internationalization, therefore, companies might recognize importance of a trade exhibition participation, that effects on internationalization.Trade exhibition participation, Cash holdings, Moderating effects, Internationalization"
124,자연자원 무역의 활성화를 위한 탐색적 연구,김미정 /Kim， Mie-Jung,2015,한국무역보험학회,"자연자원은 대부분의 생산과정에서 필수적 투입재이면서 잠재적 유한성을 갖는 특성으로 인하여 현재와 미래세대의 상충욕구의 균형문제가 있으므로 자연자원 추출과 이용은 신중히 관리되어야 한다. 또한 자연자원이 국제무역에 관련된 GATT 혹은 WTO 협정에 포함된 의무에 규제될수 밖에 없다. 나아가 자연자원에 무역과 관련된 서비스는 GATS의 규칙이 적용된다.
이처럼 자연자원은 관련된 독특한 특성으로 자원 무역에 있어서 국제적 갈등의 잠재적 원천이되므로 본 논문에서는 이러한 문제에 착안하여 WTO 체제내의 협력과 규제문제를 살펴보고 자연자원의 무역활성화 및 질서에 있어서 국제적 협력의 이익과 정책적 신뢰성을 다루었다.This paper has focused on various aspect of international cooperation and regulation to manage trade in natural resources. Much but not all of the emphasis has been on the WTO's role in this area. Although the WTO does not have an agreement specifically regulating trade in natural resources but a number of WTO rules covering goods and services are relevant. These have been analysed in terms of the various characteristics of natural resources markets.
The importance of natural resources to virtually every aspect of human activity, and the particular characteristics of these products, make it vital that governments work together to find common ground and appropriate trade-offs. Such cooperation should aim to ensure sound resource management, equity and mutual gain. Several WTO rules have relevance in relation to the main features of natural resources.
The WTO is part of a much broader framework of international cooperation and adequately defined rules for international cooperation, built on shared perception of gain, will contribute to the avoidance of such an outcome. In sum, while the analysis in this paper argues strongly for cooperation, such cooperation should aim to ensure sound resources management, equity and mutual gain.Natural Resources. Regulating Natural Resources Trade, Cooperating Natural Resources Trade."
125,부가가치무역과 글로벌공급사슬의 정위화,김미정 /Kim， Mie-Jung,2015,한국무역보험학회,"글로벌화의 2차 분할과 이로 인한 글로벌 공급사슬은 무역시스템의 변화 즉 임무무역을 증가시켰고 이러한 변화는 향후 계속될 것이다. 그 과정에서 생산과정의 기능적 분할인 공급사슬의 분할화는 특화비용과 통합비용간 기본적 상호조정에 의해 지배된다고 할 수 있다. 즉, 공급사슬의 분산, 생산단계의 지리적 분할은 분산력과 집적력 간의 균형관계로 결정된다.
이러한 글로벌공급사슬의 정책적 함의는 복잡한 상품이동, 정보, 투자, 훈련프로그램, 기술, 사람 등이 개별 공장 내에서 일어나는 국제적 이동현상에 기인한다. 따라서 본 논문에서는 이러한 중간재 이동으로 인한 임무무역의 정위화를 통해서 글로벌 가치사슬의 연결을 이해하여야 한다.
나아가 무역지원정책에 있어서도 과거의 정책으로는 고부가가치를 창출하기 어려우므로 무역지원에 있어서 개별상품의 경쟁력을 갖추는 것보다 경쟁력 있는 기업, 산업의 지원정책과 해외지역에서의 국가간 비교우위요소를 연구할 수 있는 장기적 지원이 필요하며, 무역보험에 있어서도 GVCs에 의한 고부가가치를 창출할 수 있는 리스크에 대한 위험 커버 등으로 전환되어야 할 것이다.Mapping trade in intermediate goods is a first step in analyzing the inter-industry trade in intermediate goods or trade in value-added that most typically characterize today’s trade in task. The flows of intermediates goods connect the countries or sectors, revealing degrees of vertical specialization as well as the geography of the networks.
Comparing this type of business-to-business(B2B) trade with trade in final goods(consumption and investment) shows the differences in the topology of the supply and demand sides of global value chains.
The network of business-to-business trade in processed intermediate goods in more diffuse than in the case of final goods. Under this insight, the paper begins by putting global supply chains in to historical perspective and looks at why global supply chains(GSCs) matter, the implication of their unbundling and for their policy.
An important implication of the GVC paradigm is that one should look beyond industries to understand trade and production patterns. The GVC context insists on trade functions, which are activities along the supply chain, R&D, trade insurance support, procurement, customer services, etc.Inter-Industry Trade, Vertical Specialization, B2B Trade, Global Supply Chains, GVCs"
126,기업의 공정무역행위가 소비자들의 제품 구매의도에 미치는 영향 - 한국 소비자들의 커피 브랜드 태도에 관한 실험을 중심으로 -,김민희,2016,한국무역학회,"최근 소비자들은 제품을 구매할 때 제품의 본질적인 특성 뿐 아니라 기업의 투명성과 윤리성 특히 공정무역제품에 대한 관심이 높아지고 있다. 일반적으로 공정무역을 하는 기업의 제품이나 서비스에 대해 소비자들은 긍정적인 태도를 가지게 되어 제품을 구매하게 되는 윤리적인 마케팅으로 간주 되지만 이를 실증한 연구는 거의 없다. 본 연구는 공정무역과 관련된 소비자의 구매의도를 파악하여 실제로 공정무역의 행위가 기업의 경쟁우위가 될 수 있는지 수단적 이해관계자 이론과 신호이론에 근거하여 실증분석 하였다. 첫 번째 실험은 순수 실험 디자인 중 피실험자 내 디자인을 통해 소비자 구매의도의 공정무역 마케팅 효과를 조사하였다. 두 번째 실험은 소비자 구매의도의 공정무역인증의 효과를 테스트하기 위해 시행되었다. 연구결과 소비자들은 일반적인 제품보다 공정무역제품을 선호한다는 결과를 도출하였으며, 공정무역인증 제품인 경우 그렇지 않은 제품보다 프리미엄 가격을 지불하고서라도 소비하려는 성향을 파악하였다. 또한 공정무역인증 라벨을 부착한 제품이 판매되는 장소에 따라 다른 결과를 도출하였는데, 이는 향후 기업이 목표로 하는 소비자에 따라 차별화된 제품을 유통해야한다는 시사점을 제시할 수 있을 것으로 보인다. 본 연구 결과는 기업이 목표로 하는 기대성과를 위하여 보다 차별화되고 중점적으로 활동할 수 있는 기업의 사회적 책임활동 방향을 제시할 수 있을 것으로 보인다.Consumers have been increasing their interests in firms’ ethicality as well as in the features of the firms’ products when they decide to purchase a certain product. Recently, fair trade is considered to be a type of ethical marketing in the business-to-consumer market. In this regard, the effects of fair trade-based marketing on firm performance have become the center of academic and managerial concerns. Despite this importance, few studies have investigated whether fair-trade is a source of competitive advantage or just a cost of doing business.
The present research attempts to provide evidence of how fair trade-based marketing influences competitive advantage. Two experimental studies were conducted to explore consumers’ purchase intention, which can be a proxy of competitive advantage, in a foreign product-consumption context. Drawing on the stakeholder theory, the first study was performed to examine the effects of fair trade marketing on consumers’ purchase intention through a within-subjects design. In addition, building on the signal theory, the second study was executed to test the effects of a fair trade mark on consumers’ purchase intention.
The findings of the current research reveal that consumers prefer fair trade-based products to others and that when it comes to fair trade-certified products, consumers are more likely to purchase products with that certification than otherwise, even when those products are sold at higher costs than rival products. Interestingly, the results of this research present that there is a significant difference of consumers’ purchase intention of a fair trade-based product between two different marketers. This implies that fair trade-based products should be differentially distributed and targeted at a certain type of consumers.Consumer Attitude, Experimental Design, Fair Trade, Signaling Theory, Stakeholder Theory"
127,북중 국경무역의 추이 분석과 정책 방안,김태황 /Kim， Taehwang,2016,한국무역보험학회,"본고는북한과중국의성(省)별교역의현황과추이를고찰함으로써양자간무역구조를분석하고동북아경제공동체차원에서국경무역활성화방안을제시하고자한다.북중무역은동북3성을중심으로일부품목에편중되어있으며특히광물성연료,광물유(油),증류물,역청물질,광물성왁스등의수출비중은40%수준에이른다. 북중교역규모가적고정치외교적요인의영향에따라변동성이크지만북중교역과한중교역은동북아지역의경제적균형발전과지역공동체형성을촉진시킬수있도록활성화될수있을것이다.북중교역의중심이되는동북3성의대북교역의품목다변화와교역방식의다양화가필요하다.북한의교역구조는다국적이고복합적으로전환되어무연탄과철강수출에편중된중국의존구조에서전환되어야한다.중국은북중교역의활성화를통해북한의잠재적산업및소비수요를증대시킴으로써대외시장을확대할수있으며장기적으로는북한산업구조의변화에유효한영향력을끼칠수있다.북한은북중교역의활성화를통해생산체계와산업구조변화의동인을확보할수있으므로장기적경제개혁ㆍ개방에적극적으로활용하는것이유리할것이다.This paper aims to analyse the border trade betweenNorthKorea and China and to suggest revitalizing strategies for an economic cooperation in the east-northern Asia, bymeans of examining the current trade actualities at the level of Chinese provinces. The trade between North Korea and China is too much concentrated on some items round the three provinces in the east-nothern area of China. In particular, the export of North Korea including themineral fuels,mineral oils, bituminous substances andmineralwaxes gets to 40%of the amount. Even though the trade amount betweenNorthKorea and China is small and highly fluctuating due to politico-diplomatic issues, it’s necessary to revitalize the trade betweenNorth Korea and China and the trade South Korea and China so as to an economic balance development and a regional community development in the east-northern Asia. The border trade between North Korea and China should be diversified in the trade items and methods. By revitalizing the border trade, Chinawill be able to enlarge foreign market through increasing the demand of industrial production and consumption in North Korea. In long term, China could make an effective impacts to the industry structure change of North Korea. For North Korea, by revitalizing the border trade, it’s available to get the importantmotifs to change the production systemand the industry structure for an economic reformand openness in long term.Trade between North Korea and China, Border Trade, Economic Sanction against North Korea, Korea-China FTA, North Korea Economy"
128,복수국간 무역협정에서의 협상지형 분석에 관한 연구,서정민 /Jeongmeen Suh,2017,한국무역학회,"본 연구는 WTO차원에서 가장 최근 타결된 복수국간 무역협정인 ITA(정보기술협정) 확대협상이 어떠한 협상지형에서 이루어진 것인지 분석하였다. 이를 위해 국가별·품목별 교역 자료를 활용하여 동 협상의 전반적 특징과 개별 참여국들이 직면하게 된 협상구도 등 협상지형을 파악할 수 있는 분석 지표를 제시한 후, 이를 통해 국가별 협상 참여강도와 참여태도를 유추할 수 있음을 보였다. 분석결과, ITA 확대협상은 전반적으로 수출중심국가 주도적, 특히 동아시아 국가 중심의 협상이었다고 할 수 있으며, 복수국간 협상에서 특정 품목에 대한 교역집중도가 다른 국가들에 비해 지나치게 높은 국가는 협상참여 자체를 철회할 정도로 강도 높은 협상 태도를 보일 수 있음을 확인하였다.This article investigates the negotiation landscape of WTO ITA(Information Technology Agreement) expansion negotiation which is the most recently concluded plurilateral trade agreement under WTO. Using the trade flow data of each country and product, this study explores analytical indicators to identify the overall characteristics of the negotiation and negotiation position each participant might make. Results identified that the negotiation was generally led by export-oriented countries, especially East Asian countries. Country level negotiation positions at each sub-sector are also discussed in this study.Negotiation Landscape, Plurilateral Trade Agreement, WTO, ITA"
129,우리나라 전자무역의 활용과 성과에 관한 실증연구,"김보경 /Bo-Kyoung Kim,",2017,중앙대학교 한국전자무역연구소,"연구목적: 본 연구는 전자무역의 활용수준과 전자무역 활용성과를 분석하는데 있어서 전자무역 활용수준을 전자무역 활용범위와 활용정도로 구분하고 있는 기존의 연구가 합당한지를 검토함으로써 보다 바람직한 대안을 제시하는 것을 주요한 목적으로 한다. 더불어, IPA를 도입하여 기업이 생각하고 있는 전자무역의 중요한 속성 대비 성취도를 비교하여 시사점을 도출하고자 하였다.
논문구성/논리: 제1장 서론에서는 연구의 목적과 배경을 기술하였고 제2장의 이론적 배경에서는 선행연구를 고찰하였고 이를 통해 가설을 도출하였다. 제3장은 연구의 설계로 연구모형의 설정, 설문의 구성과 측정이 이루어졌다. 제4장은 구조방정식 모델을 통해 가설의 검정이 이루어졌다. 제5장 결론에서는 연구결과를 요약하고 시사점을 논의하였다.
결과: 전자무역의 활용범위와 전자무역의 활용정도는 전자무역 활용수준의 하위요인으로써 고려가능하다. 즉, 이를 반영한 고차요인모델의 적합도가 양호하게 나타남으로써 추후 관련연구에 적용될 가능성을 높이고 있다. 아울러, IPA를 통해 마케팅 단계에서 전자무역의 활용수준이 낮음으로써 문제가 나타나고 있음을 지적하였다.
독창성/가치: 본 연구는 선행연구 거의 대부분에서 구별되어 사용되고 있는 전자무역의 활용범위와 전자무역의 활용정도를 전자무역 활용수준으로 통합하고 있다는 점에서 이론적 관점을 확대하고 있다. 아울러, 전자무역 영역에 IPA를 도입하여 전자무역을 수행하고 있는 우리나라 기업들의 강점과 보완점을 명확히 제시하고 있다는 점에서 실무적 가치를 아우르고 있다.Purpose: The purpose of this study is to propose a better alternative method by examining whether the existing study divides the level of e-trade practices into the extent of e-trade and degree of e-trade. In addition, we tried to derive implications by comparing importance-performance analysis’s (IPA's) importance-performance with the important attributes of e-trade.
Composition/Logic: Section I provides a background and the goal of the study. In Section II, we examined prior studies related to utilization of e-trade. Subsequently, we drew a research hypothesis based on previous studies. Research design was constructed in Section III; we proposed the research model based on the theoretical background and discussed how to measure. Empirical analysis was conducted by structural equation modeling in Section IV. Section V concluded the study by summarizing the findings and discussed implications.
Findings: The extent of e-trade and the degree of e-trade can be considered as sub-factors of the practice level of e-trade. Namely, the model fit-index reflecting the second-order model structure was excellent, which is likely to be applied to future research. In addition, we pointed out the strengths and weaknesses of e-trade of Korean firms through IPA. Specially, we showed a problem in the marketing process in e-trade due to the low level of utilization.
Originality/Value: This study extends the theoretical viewpoints of e-trade in that the study integrates the practices of e-trade, which have been divided into the extent of e-trade and degree of e-trade in the prior studies. In addition, by introducing IPA in the field of e-trade, we are definitely presenting the strengths and deficiencies of Korea companies that are conducting e-trade.Extent of e-trade, Degree of e-trade, Practices of e-trade, Second-order Model, Importance-performance Analysis"
130,한국 관광 무역의 고도화 방안에 관한 실증 연구 - 국내 펜션 이용 외국 관광객 설문 조사를 바탕으로 -,"이강혁 /Lee, Kang Hyuk",2017,한국무역보험학회,"본 연구는 서비스 관광 무역과 관련하여 전반적인 흐름을 살펴보고 특히 농어촌 관광이나 도시 외곽의 펜션 이용에 대한 문헌 연구과 함께 사례를 중심으로 정성적인 연구를 시행함과 동시에, 국내 펜션의 외국인 관광객의 이용에 관한 다년간의 설문조사를 실시하여 정량적인 연구를 실시하였다. 본 연구의 구성은 우선 WTO 국제 협정에서 나타난 서비스 무역에 대한 개념과 특성을 기술하였으며, 나아가 관광 서비스 무역에 관한 고찰을 통해 WTO의 GATS (General Agreement on Trade in Services)에 대하여 살펴보았다. 더불어, 펜션 사업과 관광 무역에 관한 연구, 특히 펜션의 국제화 관련 연구를 통해 이후 실시한 정량 분석의 기초를 다졌다. 본 연구의 세 가지 가설은 국내 펜션 관광의 외국인 만족도를 측정하고 (가설 1), 외국인의 국내 펜션 관광 재참여 의사를 측정하였으며 (가설 2), 마지막으로 펜션 체험 참가 외국인이 이후 펜션 관광에 대한 추천 의사가 있는지에 대한 의견을 측정하였다 (가설 3). 본 연구의 가설 검정을 통해 자기결정이론과 자기방어기재와 같은 심리마케팅 이론을 재확인하는 학문적 성과가 있었으며, 국내 펜션 사업의 국제화 방안을 제시하며 실무적으로도 매우 주요한 시사점을 남길 수 있었다.The purpose of this study is to examine the trends in tourism of the trade service and to study literatures and cases of using pensions in rural and suburbs areas, and also to conduct quantitative research through a multi-year survey on the use of foreign tourists in domestic pensions. The theoretical composition of this study is as follows. First, we described the concept and characteristics of service trade in WTO international agreement. Second, we also examined WTO's General Agreement on Trade in Services (GATS) regulations related to tourism trade services. Third, we conducted research on pension business, tourism trade, and internationalization of pension which is basic data of quantitative analysis. The three hypotheses of this study are as follows. We measured the satisfaction of foreign tourists on domestic pension tourism (H1), and measured the intention to participate in the pension tourism again (H2), and finally, measured the intention to recommendation to others (H3). Through the hypothesis test, we have academic contribution that re-affirms the psychological marketing theory such as self determination theory and self defense mechanism, and also have very important implications in practice through the presentation of internationalization plan of domestic pension business.GATS (General Agreement on Trade in Services), FTA in Services, Pension Tour, Self Determination Theory, Self Defense Mechanism."
131,중소기업의 무역확대를 위한 지원방안에 관한 연구,유승균 /SeungGyun Yoo,2017,한국무역보험학회,"본 연구는 중소기업의 무역확대를 위해 대학교육의 무역전공자를 중심으로 무역교육과 중소기업에 대한 잠재수요를 파악하고, 무역유관기관의 지원방안이 보다 효과적일 수 있는 방법을 모색하고자 하였다. 본 연구를 통해 중소기업의 무역확대를 위한 지원방안으로 3가지 제언을 하였다. 첫째, 중소기업에 대한 인식제고가 필요하다. 신설된 중소벤처기업부는 중소기업에 대한 정책을 관리할 수 있는 일원화된 창구 역할을 수행할 필요가 있다. 이는 다양한 무역유관기관과의 조율과 지원정책의 시너지를 구현할 수 있을 것으로 기대된다. 둘째, 대학교의 실무중심의 무역학 전공교육의 확대가 필요하다. 이론과 실무가 융합된 기존의 교과구성에서 벗어나 실무를 중심으로 한 교과목으로의 변화가 요구된다. 전자, 관세, 결제 등 중소기업의 무역확대를 위한 실질적인 지식으로 무장한 인력의 배출이 필요하며, 무역전공 학생들에게 해외시장에 대한 끊임없는 도전의식을 고취할 수 있는 실전형 교육을 확대할 필요가 있다. 셋째, 중소기업과 지역 대학과의 산학협력이 필요하다. 중소기업을 위한 인력양성과 지역대학을 위한 기업의 진출시장 확대가 결합할 수 있도록 정부주도의 산학협력 모듈을 개발해야 한다. 이는 시장 중심의 산학협력 전략 품목을 구축함으로써 국내시장과 해외시장에 따른 차별화된 관리를 통해 중소기업의 무역확대를 견인할 수 있을 것으로 기대된다.This study have examined the potential demand focusing on the trade majors of university education in order to expand the trade of SMEs. Through this study, we have made three suggestions as a support plan for expanding trade of SMEs. First, it is necessary to raise new awareness of SMEs. The newly established Ministry of SMEs and Startups needs to act as a unified window to manage policies for SMEs. Second, it is necessary to expand the practice of international trade education of the university. For this it is necessary to change from the existing curriculum which is a fusion of theory and practice to a curriculum focusing on practical work. Third, industry-university cooperation between SMEs and local universities is needed. Government-led industry-academia collaboration modules should be developed to combine the training of manpower for SMEs. As s result, it is expected that it will be able to lead the trade expansion of SMEs by differentiated management according to domestic market and overseas market.SMEs, Trade Expansion, Trade Education, Trade Support, International Trade"
132,남북경협과 무역보험,"안택식 /Ahn, Taeg Sik",2017,한국무역보험학회,"북한의 핵개발로 남북관계의 긴장은 그 어느 때보다 최고조에 달하고 있다. 그러나 “달이 차면 기운다”는 격언이 있듯이 북한은 이제 평화의 해법을 선택하지 않을 수 없는 상황에 처해 있다고 할 수 있다. 조만간 북핵사태가 해결되고 남북화해가 실현될 때를 대비하여 그가 문제되었던 남북경협의 개선방안을 마련하여야 한다고 본다. 이러한 측면에서 본 논문에서는 남북경협의 비상위험에 대한 보상수단으로서의 경협보험의 문제점을 살펴보고 무역보험의 활용을 통한 해결방안을 제시하고자 하였다. 남북경협보험은 그간에 남북경협이 가지고 있는 본질적이고 내재적인 위험을 담보하는 역할을 담당해왔다. 그러나 남북협력기금의 재원부족으로 인하여 자산기준이 아닌 장기차입금과 등록자본금만을 기준으로 산정하기 때문에 기계설비 등 대규모 장치산업을 투자한 기업들의 경우 실제 기업가치 또는 투자내용에 비해 낮은 수준의 보장을 받을 수밖에 없다.
그러나 남북경협에 무역보험을 활용할 경우 그간의 경협보험의 문제점을 보완할 수 있는 단초가 될 수 있다. 경협보험과 무역보험은 그 성격이 비슷할 뿐만 아니라 대북무역보험의 법적 근거도 확보되어 있으며, 무역보험기금은 경협보험기금의 자산보유액에 비해 훨씬 큰 규모라는 점을 고려할 때 실익이 있다. 개성공단의 경우 수입국 또는 수입자의 사정에 의하여 수출대금을 적기에 회수하지 못하여 수출기업에게 발생하는 손실을 보상하는 신용위험제도인 단기수출보험을 활용하여 위 위험을 담보할 수 있을 것이다. 또한 남북경협에 무역보험을 활용할 경우 현재 경협보험의 문제점으로 지적되고 있는 직접수용 이외에 간접수용에 대한 보험, 기업수요에 부응하는 이익상실 및 투자실물자산을 보장하는 문제 등에 대한 보완책이 될 수 있을 것이다.The political tension between South and North Korea is very high, because of nuclear explosion of North Korea. The economic sanction against North Korea from international society will be more strong. Therefore North Korea has no choice but to come back to The Six-Party Talks in order to negotiate nuclear matters of North Korea, whereby the relation between South and North Korea could be changed from hostile to cooperative atmosphere. In this connection I will review problematic points of the Inter-Korean Economic Cooperation Insurance to cover trade risk between South and North Korea and suggest advisable reformation in connection with trade insurance.
The present Inter-Korean Economic Cooperation Insurance covers only registered capital and long-term liabilities, whereby the actual value of investment of companies could not be compensated. However in case of trade insurance to be applied in the economic cooperation between South and North Korea, covering area of the trade risk from the North Korea will be enlarged. Trade insurance fund is larger than the fund for economic cooperation between South and North Korea, whereby the trade insurance will be helpful for better coverage for the risk of North Korea in the course of economic cooperation. In case of Gaesung Industrial Complex short term export insurance will also be helpful for covering the risk of North Korea. Through the short term export insurance it will secure the protection of actual property in some cases. When the insurance for overseas investment by Korea Trade Insurance Corporation(K-Sure) is applied to the economic cooperation between South and North Korea, actual business loss(business interruption loss) could be compensated by the insurance, which is not covered by the present Inter-Korean Economic Cooperation Insurance.economic cooperation between South and North Korea, Inter-Korean Economic Cooperation Insurance, trade credit insurance, political risk, the insurance to cover damage of actual property, business interruption insurance. Gaesung Industrial Complex"
133,미-중 무역분쟁의 경제적 효과와세계경제 함의,송백훈 /Song， Backhoon,2018,한국무역학회,"본 연구는 본 연구는 최근 발생하고 있는 미국과 중국 간의 무역 분쟁이 가져다주는 경제적 효과를 분석한다. (i) 미국이 중국에 관세를 일방적으로 부과하는 경우, (ii) 미국과 중국이 쌍방으로 관세를 부과하는 경우, (iii) 미국이 보호무역주의를 확대하여 한국, 일본, EU의 특정 산업(자동차 및 철강)에 보호무역 관세를 추가 부과하는 경우를 CGE모형을 이용하여 각 국의 거시경제변수 및 산업별 수출입 변화를 추정한다. 연구결과에 따르면, 미국과 중국의 무역 전쟁이 발생할경우 양국의 GDP 및 후생은 모두 감소한다. 그 중에서도 미국보다 중국의 감소폭이 더 크게 나타나, 무역전쟁은 미국보다 중국에게 더 불리한 것으로 평가된다. 무역전쟁의 기간이 길어질수록, 중국의 GDP 및 후생의 감소폭은 더 확대되는 것으로 나타난다. 산업별 분석의 결과에 따르면, 전자산업, 수송기기산업 및 금속산업의 세계 교역량이 크게 감소한다. 무역 분쟁 당사국의 교역량이 크게 감소하는 반면 제3국의 교역량은 크게 변동하지 않아, 결국 무역 분쟁은 부정적 효과는 두 국가에게 돌아가는 것으로 평가된다. 무역 분쟁 밖에 있는 국가들의 GDP와 후생은 오히려 소폭 증가하는 것으로 나타난다. 마지막으로, 미국이 보호무역주의를 한국, 일본, EU로 확대한 경우, 양국의 GDP 및 후생의 감소폭이 더 크게 나타나, 미국이 보호무역 정책을 확대하는 것은 자국 경제에 바람직하지 않은 결과를 초래한다. 따라서 한국은 보호주의 정책의 부당성과 한국 산업의 피해를 강조하는 것에 우선하여 미국의 중국규제의 정당성 측면에 동조하면서 미국 보호주의 정책에서 벗어나는 전략수립이 필요하다.This study analyzes the potential economic effects of a trade war between the U.S. and China. The CGE model is used to estimate the macroeconomic variables of each country and the change in imports/exports by industry by considering three different scenarios: (i) the US imposes a 25% of tariff on China; (ii) the US and China impose a 25% tariff bilaterally; (iii) the United States expands protection in vehicles and metals to Korea, Japan, and the EU.
According to the results of the study, when the US and China initiate a trade war, GDP and welfare of both countries decline. China's decline in GDP and welfare are larger than those of the United States, which implies a trade war is more favorable to the U.S. than to China. In the long run, China's GDP and welfare decline widens further. While the trade volumes of the US and China are greatly reduced, the trade volumes of other countries does not significantly fluctuate.
Finally, if the US extends protection policy to Korea, Japan and the EU, it creates undesirable effects on the US. In particular, damage to the US jeopardizes its advantageous position in a trade war with China. In order to emphasize the unfairness of protectionist policy and the damage to Korean industry, Korea needs to establish a strategy to counter US protectionist policy.Trumps’s protectionism, Trade War, CGE Model"
