,제목,저자,출판일,기관,초록
262,국내기업의 물류역량과 성과 간 관계에 대한 IT 인적자원관리와 IT 시스템관리의 조절 효과,서승범 /Soh Seung-Bum,2019,한국물류학회,"본 연구는 국내 기업들을 대상으로 하여 기업의 물류역량이 성과에 긍정적 영향을 제공하는지를 확인하고, 이에 더하여 기업의 정보기술에서의 인적자원관리와 시스템 관리 노력 및 투자가 물류역량과 상승 효과를 나타내면서 기업 성과에 공헌하는지를 검증 하는 것을 연구문제로 하였다. 이를 위하여 타당성, 신뢰성 분석, 단순회귀분석, 조절적 회귀분석의 방법이 사용되었다. 국내에 소재한 138개 기업을 표본으로 하여 각 개념의 타당성과 신뢰성을 확보하였으며, 실증적 분석 결과 물류역량은 기업 성 과에 대하여 긍정적인 영향을 미칠 것이라는 첫 번째 가설은 채택되었다. 추가적 검증의 결과로 정보기술 인적자원관리가 물류역 량과 기업 성과 간 관계에 대해 조절 효과를 가질 것이라는 가설은 기각되었으나, 정보기술 시스템관리가 두 변수 간 관계에 대하 여 조절 효과를 나타낼 것이라는 가설은 한정적으로 채택되었다. 이러한 연구 결과는 널리 인용되는 이론적 관점인 ‘정보기술의 생산성 역설’의 관점으로 설명이 가능하다. 동 역설은 기업의 정보기술에 대한 노력과 투자는 단시간 내에 즉각적인 성과를 가져오지 않을 수도 있으며, 성과가 나타나기 위해서는 어느 정도의 시간이 소요된다는 관점으로서, 본 연구에서 정보기술 인적자원관리가 조절적 효과를 나타내지 않은 점은, 노력이 효과를 나타내 어 성과가 개선되기까지 시간이 걸린다는 이 역설로 부분적으로 설명이 가능하다. 본 연구는 물류역량과 정보기술의 인적자원 및 시스템 관리와를 연계시켜 기업 성과에 대한 영향력을 검토하였다는 이론적 공 헌과 기업의 성과 개선을 위하여 상승효과를 갖는 물류역량과 정보기술 시스템 관리의 조합을 전략적 관점에서 제시하였다는 실 무적 공헌을 제시하였다.This study explores the moderating effect of IT HRM and IT system management efforts and investment of domestic companies on relationship between logistics competence and corporate performances of them. Specifically, we confirmed conceptual validity and reliability of those variables first and after that executed simple and moderate regression analysis to prove those research goals effectively. We conducted surveys on the Korean companies in various fields to achieve our empirical research and analysis. The findings of this study suggested that logistic competence affects on corporate performances positively firstly and between the two moderate variables of IT HRM and IT system management only the latter shows limited moderated effect on that relationship, which means that logistics competence and IT system management effort and investment have a match effect to further improve corporate performances. The reason that IT HRM does not have moderating effect on relationship between logistics competence and corporate performance can be explained by the logic of ‘productivity paradox of information technology,’which asserts that substantial effect of effort and investment on IT takes some time to get actual performance improvement for companies. In other words, there is a time lag between IT effort or investment and actual performance enhancement, which partially explains the result of this study that IT HRM has no positive moderating effect on corporate performances over last 2 years.Logistics Competence, IT HRM, IT System Management, Moderate Regression"
263,한국 북방물류의 효율적 운영방안에 관한 연구,최석범 /Choi Seok-Beom,2019,한국물류학회,"신북방물류의 중심이 되는 동북아시아의 중국⋅러시아⋅북한의 접경지역과 한국 그리고 일본을 포함하는 동북아 북방지역은 경제적인 요인뿐만 아니라 정치적인 요인으로 각국이 선점을 위한 각축장이 되면서, 글로벌 관점에서 중요지역으로 인식되고 있 다. 특히 더욱 심해지고 있는 지구온난화의 영향으로 북극해 항로의 이용가능성이 증가되어 극동러시아 항만의 중요성과 극동시 베리아 자원의 개발가능성으로 동북아 북방지역에 대한 개발 가능성이 높아지고 있다. 가장 중요한 물류망은 블라디보스토크를 중심으로 유럽으로 연결되는 TSR이라고 할 수 있다. 북극해 항로의 이용가능성으로 다양한 복합물류네트워크가 구축될 가능성이 많아지고 있다. 한국의 경우에도 문재인대통령은 2017년 9월의 러시아 3차 동방경제포럼에 참석하여 신북방경제정책의 추진필요 성을 강조하였다. 문재인정부의 신북방경제정책은 유라시아 진출을 위한 교두보를 확보하고 한국경제의 신성장동력을 확보함과 동시에 한반도 평화정착을 위해 추진되고 있다. 본 논문은 신북방경제정책을 체계적으로 추진할 수 있는 북방물류의 중요성과 북 방물류의 구축현황을 살펴봄으로써 한국 기업차원에서 북방물류의 효율적 이용방안을 도출하여 북방물류의 이용을 극대화하여 한국기업의 국제경쟁력 강화에 기여하는 것을 그 연구목적으로 한다. 북방물류의 효율적 이용방안을 구축하기 위하여 북방물류비 전을 효율적인 북방물류 완성을 통한 한국의 국제경쟁력 강화로 설정하였다. 이를 달성하기 위한 4개의 목표와 12개의 전략을 도출하였다.The border areas of China, Russia and North Korea in Northeast Asia and the northern part of Northeast Asia which includes South Korea and Japan, are considered important from a global perspective, as not only economic but also political factors make each country a venue for preoccupation. In particular, the availability of Arctic sea routes has increased due to the ever-worsening global warming, raising the possibility of development in the northern part of Northeast Asia due to the importance of the Far East Russia Port and the development of Far East Siberian resources. The most important logistics network is TSR, which connects Vladivostok to Europe. The availability of Arctic shipping routes is likely to result in a variety of multi-material networks being built. Also, incase of South Korea, the president Moon Jae-in attended the third East Economic Forum which was held in Russia on September 2017 and emphasized the need for the promotion of new Northern economic policies. The New Northern Economic Policy is being pursued to establish peace on the Korean Peninsula while securing a bridgehead to advance into Eurasia and a new growth engine for the Korean economy. By looking at the importance of northern logistics and the status of the establishment of northern logistics in a systematic way, this paper draws out efficient use measures of northern logistics at the Korean corporate level to maximize the use of northern logistics and contribute to strengthening the international competitiveness of Korean companies. The Northern Logistics Vision was set up to strengthen Korea’s international competitiveness through efficient completion of the Northern Logistics System in order to establish efficient use of the Northern Logistics. Four goals and twelve strategies are derived to achieve the vision.Northern Logistics System, TSR, TCR, New Northern Economic Policy, Mixed Logistics Network, New Growth Engines"
264,판데믹 시대의 물류변화에 대한 고찰,"박정섭 /Park, Jung-Sub",2020,한국물류학회,"코로나19의 확산은 WHO의 ‘판데믹’(Pandemic 세계적 대유행) 선언에까지 이르렀다. 2019년 12월 중국 우한에서 처음 발생한 뒤 전 세계로 확산된, 새로운 유형의 코로나바이러스에 의한 호흡기 감염질환은 2020년 2월 대구의 신천지를 기점으로 급속히 확 산되어지는 가 싶더니 이탈리아, 유럽과 미국을 거치면서 감염자를 발생시키고 있다. 이후 남미로 이어진 코로나19는 전 세계적으 로 2020년 7월 8일 현재 09시를 기준 총 11,709,124명 중 541,572명이 사망하였다. 세계경제는 마이너스 성장을 하고 있으며, 실업과 파산의 위협을 가중시키고 있다. 이는 물류분야에도 영향을 미치게 되면서 공급망의 글로벌화에 대한 우려와 글로벌경기의 침체에 따른 물량감소 및 일상의 변화로 인한 택배의 일상화 등으로 나타나고 있 다. 따라서 코로나19 이전과 이후로 나뉘어 볼 때, 세계물류시장은 4차 산업혁명을 기반으로 하는 디지털화가 가속되어 나타날 것 으로 여겨진다. 따라서 코로나19가 지나더라도 질병으로부터 오는 재난에 따른 시대적 물류환경의 변화에 대한 고찰은 매우 중요 하다. 이에 본 연구는 판데믹시대의 물류환경과 물류트랜드를 살펴봄으로써 환경적응을 위한 유연한 사고와 새시대의 물류기반을 조성하는데 기틀를 마련하고자 한다.The spread of Corona 19 has reached the WHO’s “Pandemic” declaration. The respiratory infection disease caused by a new type of coronavirus first broke out in Wuhan, China, in December 2019, and then spread around the world. Corona 19, which had been spreading rapidly in Korea since February 2020, went through Italy, Europe, and the United States, leading to South America, killing 541,572 out of 11,709,124 confirmed cases as of July 8, 2020. The global economy is experiencing negative growth, adding to the threat of unemployment and bankruptcy. This has also affected the logistics sector, resulting in concerns over the globalization of the supply chain, reduced supplies due to the global economic slowdown and the daily routine of delivery. Thus, divided before and after Corona 19, the global logistics market is believed to be accelerated by digitalization based on the Fourth Industrial Revolution. Therefore, even after Corona19, consideration of changes in the logistics environment of the times due to disasters from disease is very important. Therefore, this research aims to lay the foundation for flexible thinking for environmental adaptation and the creation of a logistics foundation for the new era by examining the logistics environment and logistics trends of the Pandemic era.Logistics, Change, Pandemic, Corona 19, Supply Chain"
265,택배산업과 물류산업 현장직 종사자의 근로여건 비교분석 연구,장소영 /Jang So-Young,2020,한국물류학회,"짧은 시간에 대량의 화물을 수집⋅분류⋅운송해야 하는 택배산업의 과도한 노동의존적 작업환경이 사회적 이슈가 되고 있다.
하지만 택배터미널 종사자의 근로여건이 어느 정도 수준인지 정확한 근거자료가 부족한 실정이다. 기존에는 제조⋅유통기업, 제3 자 물류기업, 택배기업 등 물류센터 특성 구분 없이 물류산업 근로여건을 분석하거나 시설 내 화물취급과 운송의 구분 없이 근로여건을 분석하였기 때문이다. 따라서 본 연구는 택배산업과 물류산업에서 종사하는 시설근로자(상하역 작업자 등)와 운송근로자각각에 대한 근로여건을 조사하고 비교분석하였다. 연구결과, 택배산업 종사자와 물류산업 종사자 근로여건은 통계적으로 유의하게 차이가 있는 것으로 확인되었고, 택배산업 시설 내 종사자와 운송종사자간에도 근로여건에 차이가 있는 것으로 분석되었다. 택배산업 종사자가 물류산업 종사자보다 더 많은 시간 근무한다. 특히 택배 운송종사자가 가장 많은 시간(63.53시간/주) 근무한다.
시설종사자는 운송종사자에 비해 수입이 낮은 편이다. 13개 항목을 통한 업무 및 근로환경 어려움 정도 조사에서는 택배 운송종사자가 가장 많은 어려움(2.63)을 느끼고 업무만족도(2.89)가 가장 낮은 것으로 조사되었다. 택배터미널 시설종사자는 택배 운송종사자 다음으로 업무 및 근로환경에 어려움(2.69)을 느끼고 이직계획이 가장 많은 것으로 조사되었다.Excessive labor-dependent working environment in the parcel delivery industry, which requires the collection, classification and transportation of large quantities of cargo in a short period of time, is becoming a social issue. However, there is a lack of accurate evidence on the level of working conditions for the parcel delivery industry workers. This is because the working conditions were analyzed without distinction of characteristics of the industry(such as manufacturing and distribution companies logistics center, third-party logistics companies, and delivery companies), and without distinction between working character such as cargo handling in the facility and transportation. Therefore, this study investigated and compared the working conditions for each facility worker (such as loading workers) and transport worker working at the parcel delivery industry and logistics industry. According to the study, the working conditions of the courier terminal and general logistics center workers were found to be statistically different, and there were also differences in working conditions between the facility workers and the transport workers in the delivery terminal. According to the analysis, parcel transportation workers worked more hours than general freight transportation workers. Parcel transportation workers worked the most hours, and workers in facilities earned less income than transportation workers. According to the survey on the degree of difficulties in work and working environment through 13 items, transportation workers in the parcel delivery industry felt the most difficulties, and the work satisfaction was the lowest. It was found that facility workers at the parcel delivery terminal had the highest turnover plan.Parcel delivery, Logistics, Working Condition"
266,해운항만물류 환경에서 블록체인 트랜잭션 데이터 설계,김정이 /Kim Jung Yee,2020,한국해운물류학회,"블록체인 기술은 많은 산업분야에서 활발하게 추진되고 있으나 해상운송분야나 항만 물류분야에서 시급하게 적용되어야 할 필요가 있다. 선박회사, 송화주, 수화주, 화주, 포워더, 하역사 등 수많은 당사자들이 참여하고 화물의 인수 과정에서 책임소재의 확인이 어렵고 해킹이나 데이터 조작의 우려가 매우 높기 때문이다. 블록체인에 관해 수행되는 많은 연구 중, 블록체인에 저장되는 트랜잭션 데이터에 대한 연구는 전무하다. 많은 거래 당사자가 존재하는 해운항만물류 분야에서 이러한 접근 방식을 사용하면 초기 EDI 시스템 도입 당시와 유사한 혼란을 야기하게 된다. 본 논문은 수출 프로세스 및 관련 EDI 문서를 분석하여 해운항만물류 환경에서의 블록체인 트랜잭션 데이터 설계를 제안한다.Blockchain technology is being actively promoted in many industries, but it needs to be applied urgently in the field of maritime transport or port logistics. Because Shipping companies, shippers, contractors, shippers, forwarders, stevedores, railroad companies, and truck companies are participating in maritime transportation, and it is difficult to identify responsible persons in the process of taking over cargo, and there is a high concern about hacking. While a lot of research is being conducted on the blockchain, there are few studies on transaction data stored in the blockchain. In particular, in the field of shipping and port logistics, where numerous parties exist, if this approach is used, there is a possibility of causing confusion as at the time of the initial EDI system introduction. This paper proposes the design of blockchain transaction data in a shipping and port logistics environment by analyzing the export process and related EDI documents.Shipping port logistics, EDI(electronic data interchange), blockchain, transaction data"
267,전자상거래 국제물류센터(글로벌 배송센터)의 입지경쟁력 결정요인에 관한 연구,박용남,2021,한국물류학회,"최근 5년간 국경 간 전자상거래 시장은 매년 30% 이상 성장해 왔으며, 아시아 태평양 시장이 세계 시장의 약 50%를 차지하면서 국경 간 전자상거래 시장을 선도하고 있다. 특히 아시아 태평양 시장은 아시아 전체 시장의 80%를 처리하는 한국과 중국 그리고 일본이 성장을 주도하고 있다. 우리나라는 지리적으로 중국과 일본 사이에 위치하여 제3국 간 국제 중계무역이 용이한 전자상거래 국제물류센터(이하 글로벌 배송센터(Global Distribution Center, GDC)라 한다)의 유치가 어느 때보다 강조되는 상황이다. 따라서 본 연구는 글로벌 배송센터의 입지경쟁력 결정요인을 파악하기 위하여 인천공항 자유무역지역 내 글로벌 배송센터 운영 또는 개발 업체 등을 대상으로 설문조사를 실시하고, 요인분석과 AHP 기법을 적용하여 각 요인별 중요도와 세부항목에 대한 중요도및 우선순위를 분석하였다. 분석결과 정책지원 및 사업추진여건(0.339)이 가장 높게 나타났고, 다음으로 시장여건(0.337), 네트워크여건(0.222), 운영여건(0.102) 순으로 나타났다. 전체 세부항목에 대한 중요도는 배후시장 규모(0.124)이 가장 높게 나타났고, 다음으로 배후시장 접근성(0.120), 해상⋅항공복합운송체계 구축(0.119), GDC 운영 물류비용(0.111) 순으로 나타났다. 이는 글로벌 배송센터의 입지경쟁력을 향상시키기 위해서는 충분한 해외고객이 있는 배후시장을 확보하고 이들 시장과의 연결성을 강화하여 저렴한물류비용으로 신속히 해당물품을 배송할 수 있는 여건을 조성하는 것이 매우 중요한 것으로 파악되었다.The cross-border e-commerce market has been growing by more than 30% annually over the past five years, and the Asia-Pacific market is leading the cross-border e-commerce market, accounting for about 50% of the global market. In particular, the Asia-Pacific market is growing mainly around Korea, China and Japan, which handle 80% of the entire Asian market. Since Korea is located between China and Japan, it is more emphasized than ever to attract an e-commerce international logistics center (hereinafter referred to as the Global Distribution Center (GDC)), which facilitates international transit trade among third countries. Therefore, this study conducted a survey on global logistics companies within the Incheon International Airport Free Trade Zone in order to understand the factors that determine the location competitiveness of global distribution center, and applied factor analysis and AHP method to each factor. The importance and priority of the importance and detailed items were analyzed. As a result of the analysis, government policy support and business promotion conditions (0.339) were the highest, followed by market conditions (0.337), network conditions (0.222), and operating conditions (0.102). As for the importance of all detailed items, the size of the hinterland market (0.124) was the highest, followed by the accessibility of the hinterland market(0.120), establishment of a sea-air transportation system (0.119), logistics costs for GDC operation (0.111). In order to enhance the location competitiveness of GDC, we have found that it’s important to secure hinterland markets with sufficient overseas customers and strengthen connectivity with these markets to create an environment for prompt delivery of relevant goods at lower logistics costs.Cross Border e-Commerce, AHP, Global Distribution Center, e-Commerce International Logistics Center"
268,기업간 전자상거래의 물류활동 요인과 유형 관계 분석에 관한 연구 - 거래비용이론을 중심으로 -,조성제 /Sung-Je Cho,2004,한국물류학회,"기업간 전자상거래란 기업이란 경제주체가 동종․이종․협력․하청 관계로서 인터넷을 통해 제품과 서비스를 수요․공급하는 거래 절차를 말한다. 이러한 기업간 전자상거래는 시간의 가치를 중요시 여기는 인터넷을 기반으로 성장함에 따라 전자상거래의 지원요소의 성격을 지닌 물류문제의 해결과 물류서비스의 차별화 여부가 전자상거래를 수행하는 기업의 성장과 발전에 직접적인 연계성을 지니고 있다. 이는 전자상거래에서 거래의 모든 행위가 전자적 방식에 의해서 이루어지는 것이 아니고 생산자로부터 재화를 시간적 이동을 통해 소비자나 이용자에게 이동시켜 새로운 부가가치를 발생하는 경제활동을 수행할 수 있는 물류기능의 효율적 수행의 중요성이 부각되고 있음을 의미하는 것이다.
효율적 물류 활동 구조에 대한 논의는 다양하게 전개되고 있다. 특히 거래비용의 개념으로 물류비 감소를 통한 효율적 물류방안으로 거래특유자산을 낮추고 거래빈도를 높이며, 정보의 불균형을 해소하기 위한 거래관계에서 물류시스템의 도입과 활용으로 거래비용인 물류비용의 상승원인인 물류업체의 기회주의 성향을 낮추게 되면 전자상거래 기업의 물류비는 감소하는 효과를 얻게 된다. 이러한 경우 효율적인 물류구조는 물류활동의 준내부화 즉 장단기 계약방식 또는 프랜차이징 등의 경영기법을 활용한 물류활동의 일정부분을 기업외부로 이전시키거나 또는 완전한 아웃소싱을 통한 외부화 방안임을 제시할 수 있다.The primary purpose of this study was to make an empirical analysis of what effect logistics function in the e-commerce recognized as one of the important determinants of international competitiveness had on the economic performance of the firm.
Therefore, through transaction cost theory, the key task of this study was to identify effective logistics functions in B2B e-commerce. 
This study used the literature review, an overall analysis of the present situation of the logistics function and introduced empirical analysis methods. Especially, this study introduced structural equation measurement(SEM) analysis and used SPSS and AMOS statistical program.
In summary, if the transaction cost were minimized, the logistics outsourcing could be effective logistics structure in B2B e-commerce. So, B2B companies in korea make an effort transaction cost reduction activities at the transaction between two parties.The primary purpose of this study was to make an empirical analysis of what effect logistics function in the e-commerce recognized as one of the important determinants of international competitiveness had on the economic performance of the firm.
Therefore, through transaction cost theory, the key task of this study was to identify effective logistics functions in B2B e-commerce. 
This study used the literature review, an overall analysis of the present situation of the logistics function and introduced empirical analysis methods. Especially, this study introduced structural equation measurement(SEM) analysis and used SPSS and AMOS statistical program.
In summary, if the transaction cost were minimized, the logistics outsourcing could be effective logistics structure in B2B e-commerce. So, B2B companies in korea make an effort transaction cost reduction activities at the transaction between two parties.B2B E-Commerce, Transaction Cost, Logistics Functions"
269,대구지역 기업의 물류아웃소싱 전략,이영수,2004,한국해운물류학회,"대구는 훌륭한 지리적 이점을 가지고 있음에도 불구하고 지역의 물류비중은 2001년 GRDP 대비 16.8%로 GDP 대비 12.8%인 국가물류비 비중 보다 훨씬 높은데, 이는 물류아웃소싱의 결여로 야기된 것으로 보인다. 즉, 대구지역 기업들은 아웃소싱 보다는 사내 자체적 물류관리를 선호하고 있으며, 특히 운송기능에 있어 더욱 더 그러하다. 따라서 본 논문은 물류비 절감을 위한 대구지역 기업의 물류아웃소싱 전략모델을 제시하고 있다. 이러한 모델을 구축하기 위해서 대구는 종합물류서비스 제공업자의 육성, 물류정보 네트워크의 확장, 물류 기반시설의 확충, 및 지방정부와 대학과 같은 물류지원 기관의 물류서비스 제공업자 지원 등이 필요하다.Logistics Outsourcing, Third-Party Logistics, Fourth-Party Logistics"
270,뉴 라운드 해운·물류 서비스 협상에 대한 논의와 시장개방에 대비한 운송업종의 경영효율성 비교 분석,문호성,2004,한국해운물류학회,"WTO체제와 OECD내에서 해운분야를 비롯한 물류서비스 분야의 개방에 관한 논의가 진행 중이다. 이러한 대외여건과 동북아 중심국가 추진을 위하여 국가경쟁력을 확보라는 과제에서 물류분야의 효율성 추구는 매우 중요한 과제이다. 한국 물류산업의 비용구조를 살펴보면 수송비가 차지하는 비중이 가장 커 한국 물류산업의 발전을 위해서는 수송비 절감이 가장 시급한 과제이다. 수송비의 절감은 기업내부의 효율적인 경영을 통하여 달성할 수 있다. 이 논문은 패널자료를 이용한 고정효과 모형을 통하여 해운·항공·육상운송업의 업종별 수익성 함수를 추정하고 각 생산요소가 수익성에 미치는 영향을 분석하였다. 그 결과 해운업은 타 운송업에 비해 자본투자의 탄력성이 크고 노동의 탄력성은 작다는 계량분석을 통한 실증결과를 제시하고 있다. 이러한 실증결과는 해운업의 경영효율성을 달성하기 위하여 노동투자보다 자본투자가 효율적임을 시사한다.The opening about the sphere of maritime and distribution service is under discussion in WTO and OECD. The pursuit of management efficiency a field of distribution is the very important problem for carry forward the kingpin nation of northeastern asia in external given conditions. The transport cost is the very expensive in the structure of Korea transportation industry so that cut down on transport cost is the first important problem for development of the industry. The effective business inside enterprise achieve to cut down transport cost. This paper analysis on what production factor effects on earing by estimating marine, land and air transport industrial classification earning function by estimate fixed effect model using panel data. This paper shows an empirical evidence that the elasticity of capital investment is larger and elasticity of labor is small compare with other transport industries. This empirical evidence suggests that the capital investment is more effective than labor investment to management efficiency of maritime industry.WTO, New Round, Maritime and Distribution Service Negotiation, Efficiency of Management, Panel Analysis"
271,중국 경제특구의 물류인프라현황에 관한 일반적 고찰-상해(上海)를 중심으로-,우정욱,2006,한국물류학회,">본 연구에서는 개혁개방이후 중국의 경제특구를 중심으로 물류운수체제의 정비가 당해 지역에 미친 영향에 대하여 검토하였다. 중국 경제특구를 거점으로 하는 도시의 물류기능강화에는 물류효율화를 위한 중국정부의 정책과 물류운수체제의 개선, 그리고 타 국내외 화물수송수단과의 연계성 향상을 위한 적극적인 인프라정비와 같은 정부의 우대책에 의존한 부분이 크다고 할 수 있지만, 상해시의 경우와 같이 지방정부차원에서의 개발정책과 그에 따른 물류시설관련 인프라정비, 행정관리운영체제의 개선 등과 같은 물류분야 있어서의 새로운 우위성 확보를 위한 노력 또한 중요한 요인으로 작용하고 있음을 알 수 있었다. WTO 가입으로 중국경제는 전면개방단계에 들어가 있는 한편, 국내의 지역 간 격차의 확대에 의해 중앙정부의 재정지원 대상이 연안지역 경제특구에서 내륙부로 중점이 옮겨지고 상황 하에서 정부의 우대책에만 의존하지 않고 독자의 분야에서 새로운 우위성을 확립해나가고 있는 상해(上海)의 예는 시사하는 바가 크다고 할 수 있을 것이다.>Special Economic Zone, The Rearrangement of The Logistics And Transportation System, Infrastructure Maintenance China'S Economic Policy for Logistics Efficiency, Improvement of The Administrative Management, Bonded Area"
272,RFID를 이용한 회수물류 네트워크 구축에 관한 연구,"전준수 /Jon,Joon-Soo",2006,한국해운물류학회,"원자재의 공급에서부터 최종소비에 이르기까지 모든 과정을 관리하는 공급사슬 관리에서 RFID에 대한 중요성은 더욱더 커져가고 있으며 RFID를 이용하여 효율적인 물류네트워크를 구축하기 위해서는 기술적 요인과 재무적 요인 그리고 운영적 요인의 측면에서 살펴보아야 한다. 본 연구에서는 이러한 요인들을 바탕으로 하여 실제 RFID를 통하여 구축할 수 있는 회수물류네트워크의 형태를 제안하고 RFID의 적용시 어떠한 효과가 나타날 수 있는지에 대한 가능성을 제시하고자 하였다. 특히 RFID를 이용한 회수물류의 형태를 분배중심구조와 처리중심구조, 생산중심구조로 나누어 설명하고 RFID를 도입시 회수물류 네트워크 구조를 제시하였다.A study on using RFID to make Reverse Logistics Network DesignReverse Logistics, Radio Frequency Identification(RFID), Ubiquitous Sensor Network(USN), Supply Chain Management(SCM)"
273,우리나라 가전산업의 물류 RFID 적용에 관한 연구,윤장석,2007,한국물류학회,">가전산업은 원자재의 성능과 특성에 따라 제품이 구분되며, 고객의 요구가 다양화되고 단납기, 소량납품, 가정배달 등으로 변화되고 있는 가운데 물류비에 대한 절감 압력이 관련 기업에 가해지고 있으며 이것은 결국 경쟁력의 원천이 되고 있다. 비용절감 및 물류관리의 비합리적, 비능률적인 운영과 관리를 선진 물류 적용사례와 RFID기술을 이용한 방법으로 정체 없는 물류흐름과 정보와 실물흐름의 일치화, 물류흐름상의 추적성과 가시성을 확보하여 수요변동에 대한 대응성을 높이고 물류상의 실시간 데이터수집, 분석을 통한 판단, 예측 강화의 방안을 제시하고자 한다.>Household Application Manufacturing Industry, Logistics and Distribution Flow, Cost Reduction, Information Technology, 3PL RFID Technology"
274,한국 통관업체의 물류정보시스템이 공급사슬협력과 성과에 미치는 영향,배희성,2008,한국해운물류학회,"본 연구는 통관업체의 물류정보시스템이 공급사슬협력과 성과에 미치는 영향에 대하여 분석하였다. 연구목적을 달성하기 위해 변수 간의 이론적 관계는 선행연구를 통해 확인하였고, 이에 따른 연구모형 및 연구가설을 제시하였다. 분석결과로 첫째, 물류정보시스템은 내부협력과 외부협력에 유의한 영향을 미치는 것을 확인하였다. 둘째, 공급사슬협력수준이 높을수록 성과는 개선되는 것으로 확인되었다. 연구결과를 토대로 통관업체는 내부자원으로써 물류정보시스템을 활용해야 하고 이를 통해 그들의 전문적인 서비스를 제공할 수 있다. 그리고 그들은 양질의 서비스제공을 통해 고객과의 협력수준을 높일 수 있고 전체 프로세스에서 비용의 절감과 고객서비스의 개선이 가능하다.In the environment, customs brokers consider the supply chain collaboration of their internal and external side in the international logistics process. The aims of this research analyses a relation between the logistics information system and supply chain collaboration and resolve the collaboration and its impact on performance.
The methodology of this research was used to analyse structural equation modeling on the relation of variables. The results of research are as follows.
First, logistics information system influences the internal collaboration. Second, the system has an influence on the external collaboration by providing the system in the international logistics process. Third, supply chain collaboration as the internal and external side significantly influences a performance and the collaboration does lead directly to better outcomes in the performance of service and cost. Therefore, the collaboration is a necessary and sufficient condition for the improvement of performance.In the environment, customs brokers consider the supply chain collaboration of their internal and external side in the international logistics process. The aims of this research analyses a relation between the logistics information system and supply chain collaboration and resolve the collaboration and its impact on performance.
The methodology of this research was used to analyse structural equation modeling on the relation of variables. The results of research are as follows.
First, logistics information system influences the internal collaboration. Second, the system has an influence on the external collaboration by providing the system in the international logistics process. Third, supply chain collaboration as the internal and external side significantly influences a performance and the collaboration does lead directly to better outcomes in the performance of service and cost. Therefore, the collaboration is a necessary and sufficient condition for the improvement of performance.Customs Broker, Logistics Information System, Supply Chain Collaboration, Performance"
275,우리나라 주요항만의 물류시스템 수준평가에 관한 연구,여기태 /Yeo Gi-Tae,2008,한국물류학회,"항만물동량 확보를 위하여 숨 가쁜 경쟁을 하고 있는 최근의 현실 속에서 우리나라의 대표항만으로 분류할 수 있는 부산항 및 광양항의 물동량 재산정 결과, 2020년 기준 컨테이너 처리 면에서는 약간증가 또는 감소가 예측되며, 비컨테이너 측면에서는 감소 및 현상유지가 예측되었다. 이러한 결과는 치열해져가는 동북아시아 항만경쟁 상황을 비취 볼 때 다소 우려스러운 현상이며, 우리나라 대표항만의 효율성을 도모하기 위한 항만물류 시스템의 점검 및 취약점 파악 연구가 시급한 실정이다. 이러한 측면에서 본 연구에서는 QFD모델을 사용하여 부산 및 광양의 항만물류 시스템 수준을 산정하며, 민감도분석을 통하여 취약점 및 개선도를 파악하는 것을 연구의 목적으로 하였다. 연구결과, 부산항은 65.73%, 광양항은 57.75%의 항만 물류시스템 수준을 유지하는 것으로 분석되었다. 한편, 부산 및 광양의 항만 물류시스템을 개선하기 위한 방안을 도출하기 위하여 민감도분석을 수행한 결과, 부산항의 요구항목 측면에서는 서비스여건, 물류관련비용 및 지역적 연계성 항목의 증가가 항만물류수준 향상에 큰 영향을 미치며, 구성항목 측면에서는 보관하역 시스템, 내륙연계 시스템 및 항만물류 정보시스템 항목의 증가가 영향이 큰 것으로 나타났다. 광양항의 경우, 시스템 요구항목 측면에서는 서비스여건, 물류관련비용 및 편의성정도 항목의 증가가, 구성항목 측면에서는 항만물류 정보시스템, 보관 및 하역시스템 및 내륙연계 시스템 항목의 증가가 시스템 향상에 파급효과가 큰 것으로 나타났다The aim of this paper is to establish the evaluation system of improving port logistics of the our nation's major ports i.e. Busan and Gwangyang using the QFD(Quality Function Deployment) model. The research methodology is consisted of four phases. The first step is to investigate the important factors consisting the port logistics of our nation's major ports and then calculate the weighting of factors. The second step is to draw out the degree of inter-relation among factors. At the third step, the established system through the QFD method involving the results of the first and second steps will be used to evaluate and diagnosis the level of port logistics targeted. Finally, the sensitivity analysis is to be performed and the degree of improving port logistics will be presented according to the rising degree of the relevant factors. As a result, overall system level of Port of Busan is 65.73% while Port of Gwangyang is 57.75%. The critical factors increasing the system level largely for Busan are obtained that port service, logistics cost and connectivity are from Requested Factors, and storage and cargo handling system, hinterland connecting system, and port logistics information system from Consisted Factors while port service, logistics cost and connectivity are from Requested Factors, and storage and cargo handling system, hinterland connecting system, and port logistics information system from Consisted Factors.Port or Busan, Port of Gwangyang, Port Logistics system, Evaluation of System Level, Quality Function Deployment (QFD)"
