,제목,저자,출판일,기관,초록
88,AI 사이버보안 체계를 위한 블록체인 기반의 Data-Preserving AI 학습환경 모델,김인경,2019,한국정보기술학회,"인공지능 기술은 작동과정에 대한 투명성이 보장되지 않는 수동적 인식 영역에 제한되는 한계점으로 인해, AI가 학습하는 데이터에 의존적인 취약점을 갖는다. 인공지능 학습을 위한 원시데이터는 AI 학습의 고도화를 위한 데이터 품질 확보를 위해 수작업으로 가공과 검수를 해야 하기에 인적 오류가 내재되어 있으며, 데이터의 훼손, 불완전함, 원시데이터와의 차이 등으로 인해 가공데이터를 통한 AI 학습 시 예상 치 못한 결과값을 도출할 수 있다. 이에 본 연구에서는 사이버 보안 관점에서의 접근을 통한 AI 학습데이터의 부정확한 사례 및 사이버보안 공격 방법 분석을 통해 기계학습 전 학습데이터 관리의 필요성을 살펴보고, 학습 데이터 무결성 검증을 위해 블록체인 기반의 학습데이터 환경 모델인 Data-preserving 인공지능 시스템 구축 방향을 제시한다. Data-preserving AI 학습환경 모델은 AI 학습데이터 제공 전 변조되지 않은 데이터로 학습됨을 보장 하여 데이터 가공 시 및 원시데이터 수집을 위한 오픈 네트워크에서의 데이터 제공 및 활용 시 있을 수 있는 사이버 공격, 데이터 변질 등의 위협을 사전에 방지할 수 있을 것으로 기대된다.As the limitations of the passive recognition domain, which is not guaranteed transparency of the operation process, AI technology has a vulnerability that depends on the data. Human error is inherent because raw data for artificial intelligence learning must be processed and inspected manually to secure data quality for the advancement of AI learning. In this study, we examine the necessity of learning data management before machine learning by analyzing inaccurate cases of AI learning data and cyber security attack method through the approach from cyber security perspective. In order to verify the learning data integrity, this paper presents the direction of data-preserving artificial intelligence system, a blockchain-based learning data environment model. The proposed method is expected to prevent the threats such as cyber attack and data corruption in providing and using data in the open network for data processing and raw data collection."
89,AI 미디어와 의인화 AI 음성 대화형 에이전트의 의인화 평가척도 개발 연구,임종수 /Jongsoo Lim,2020,한국언론학회,"본 연구는 AI 미디어를 매개로 한 AI 음성 대화형 에이전트(AI conversational agent)와의 커뮤니케이션 과정을 이해하기 위해 의인화적 관점에서 접근한다. 인간과 대화하는 사회적 로봇으로서의 AI 대화형 에이전트가 목소리나 대화내용 등에 있어 인간과 유사하게 설계되었다는 점에 주목한다. AI 대화형 에이전트에 대한 인지된 의인화를 구성하는 요소들은 무엇이며, 어떠한 문항들로 측정될 수 있는지 탐색하였다. 이러한 과정을 통해 개발된 척도의 신뢰도와 타당도를 다면적으로 검증하였다. 결과적으로 AI 대화형 에이전트에 대한 인지된 의인화는 이성적 및 정서적 지지, 합리성, 친밀성, 예의성, 그리고 인지적 개방성이라는 5개 요인으로 구성되는 것으로 확인되었으며, 이를 측정하기 위한 문항은 19개로 도출되었다. 의인화 구성요인 가운데 합리성, 친밀성, 예의성, 인지적 개방성이 AI 스피커에 대한 이용만족에 정적인 영향을 주는 것으로 나타났다. 본 연구를 통해 개발된 AI 대화형 에이전트 의인화 평가척도는 사람들의 AI 미디어 이용행위를 비롯한 커뮤니케이션 과정을 이해하는 데 도움을 줄 수 있을 것이다.This study seeks to develop a scale that measures people’s perception of an artificial intelligence (AI) conversational agent that utilizes a voice-user interface (VUI), owing to the increase in communication with social robots due to technological advances in AI, big data, and machine learning. The study focuses on the concept of anthropomorphism because an AI conversational agent, one of the social robots, is designed to simulate human voice and dialogue. Focusing on how people perceive the level of anthropomorphism of conversational agents while communicating with them, this study explores the dimension of perceived anthropomorphism and the questions to measure them. For this purpose, psychometric scale development procedures were followed and a large pool of items were rigorously tested for their reliability and validity. First, anthropomorphic factors were explored by researching the literature on anthropomorphism and interviewing experts in this area, and 35 measurement items were generated. The initial item pool consists of questions related to civility, rationality, refinement, intimacy, individuality, rational support, emotional support, and cognitive openness. In order to test the internal consistency among the initial question items, 81 university students were surveyed as preliminary research, and 35 measurement items were finalized. Another survey was conducted to examine whether the scale adequately reflected the proposed dimensional structure of the construct. Considering gender, age, and residence, 484 people who had experience using smart speakers within the last six months were surveyed, and their responses were analyzed. As a result, the perceived anthropomorphism of an AI conversational agent was identified as being composed of five factors—rational and emotional support, rationality, intimacy, civility, and cognitive openness—and 19 questions were developed to measure them. In particular, of the variables for perceived anthropomorphism, rationality, intimacy, civility, and cognitive openness had a positive effect on satisfaction with smart speakers. Reliability and validity were verified in multiple ways to ultimately develop a perceived anthropomorphic evaluation scale for an AI conversational agent. The scale developed by this study can be used to measure and assess subjective awareness of how human an AI conversational agent feels. This study is also expected to help predict users’ attitudes or behaviors regarding AI media that use conversational agents. As communication with agents in AI media increases, interactive AI agents’ quality increases, and they are producing increasingly better results. Consequently, this study is expected to contribute to understanding the process of communication with non-human actors and their communication strategies.AI media, AI conversational agent, Human-robot interaction (HRI), Anthropomorphism, Scale development"
90,중국의 인공지능(AI) 통역 발전 현황 분석,장애리 /Chang Ai Li,2019,한국번역학회,"In AI (artificial intelligence)-based translation and interpretation, technology in translation has generally developed faster and been used more commonly than in interpretation. Unlike this general trend, AI-based interpretation in China has been developing as fast as AI-based translation. For example, in the mobile interpretation app market, China’s huge IT companies are vying to develop cutting-edge technologies through the application of new technologies such as augmented reality (AR) and virtual reality (VR) to interpretation apps as well as through the development of machine translation technologies. In the case of portable interpretation devices, they have expanded types of providing AI interpreting services from the existing software to hardware, and their sales of all portable interpretation devices and equipment have grown so quickly, increasing by a factor of 36 compared to the same period of the previous year. The most ground-breaking development related to AI interpretation in China is the ability to provide simultaneous interpretation through machines for international conferences by making common use of AI-based simultaneous interpretation solutions. At present, China’s AI interpretation services are limited to English-Chinese interpretation, and there is not enough objective data to prove the quality of interpretation. However, AI-interpretation is expected to perform the role of bridging machines and people in the future by facilitating smooth communication and exchange of information through further technological development and complementary collaboration with human interpreters.
▸Key Words: AI-based interpreAI-based interpretation, China, mobile interpretation app., portable interpretation devices, AI-based simultaneous interpretation for international conferences."
91,AI 스피커 특성이 만족도와 충성도에 미치는 영향: AI 스피커에 대한 기대역할과 AI 활용능력의 조절효과,손민희 /Son Minhee,2020,한국무역연구원,"Purpose This research examines the factors affecting individuals’ satisfaction and loyalty of AI speakers. Specifically, we examine whether (1) attributes of AI speakers influence individuals’ perceived usefulness, perceived enjoyment, satisfaction, and loyalty of AI speakers; (2) the effects of attributes of AI speakers on individuals’ perceived usefulness and perceived enjoyment differ according to the expected role of AI speakers; and (3) individuals’ ability to use AI moderates the effects of AI speakers’ perceived usefulness and perceived enjoyment on satisfaction of AI speakers.
Design/Methodology/Approach Structural equation modeling (SEM) was used to test the proposed research model on data collected from 281 respondents in an online survey.
Findings Findings indicate that (1) two attributes of AI speakers (i.e., ease of use and economic value) positively affect perceived usefulness of AI speakers; (2) four attributes of AI speakers (i.e., empathy, convenience, fun, compatibility) positively affect perceived enjoyment of AI speakers; (3) perceived usefulness and perceived enjoyment of AI speakers positively affect satisfaction of AI speakers, respectively; (4) satisfaction of AI speakers positively affects loyalty to AI speakers; (5) the expected role of AI speakers (smart devices vs. friends or secretaries) moderates the effect of AI speakers’ customization on perceived usefulness of AI speakers; and (6) the effects of perceived usefulness and perceived enjoyment of AI speakers on satisfaction of AI speakers vary depending on the level of individuals’ ability to use AI.
Research Implications In terms of marketing and new product development, the findings provide valuable implications for researchers and practitioners alike."
92,근 미래 공공공간의 AI 서비스에이전트 개발을 위한 AI 서비스 시나리오 발굴; AI 서비스에이전트 유형을 기반으로,장도담 /Jang， Dodam,2020,한국인더스트리얼디자인학회,"연구배경 공공공간은 다수에게 개방되어 다양한 활동과 커뮤니케이션이 촉발되는 공간으로 다양한 형태의 개별 혹은 공통의 경험이 창출되며 공공 커뮤니케이션과 메인 서비스가 이루어진다. 공공공간 속 인공지능의 활용은 공간의 가치를 양적으로 팽창시키고 질적으로 심화된 공공서비스 제공을 위해 필요하며 공공공간에 대한 사용자들의 이해와 경험, 기존 AI 서비스에이전트 특성 등을 고려한 AI 서비스디자인 적용은 공공공간의 AI 서비스를 새로운 차원으로 확장할 수 있다.
연구방법 본 연구는 근 미래의 공공공간 AI 서비스에이전트 개발을 목적으로 사용자 시나리오를 도출한다. 먼저 공공공간의 구성요소를 사용자조사로 도출하였다. 이어 AI 서비스의 사례 분석을 통해 도출한 AI 서비스에이전트의 대표 형태와 선행연구 고찰을 통한 AI 시스템 및 솔루션 분류를 종합하여 함께 분류표를 제작하였다. 이후, 앞서 수집한 각각의 사례를 분류표에 대입하고 사례 간 구성 모습의 관계성을 찾아 AI 서비스에이전트를 구성하는 대표적인 5가지 AI 서비스에이전트 유형을 도출하였다. 마지막으로 AI 서비스에이전트 유형을 바탕으로 참여적 워크숍을 진행하여 근 미래 공공공간 AI 서비스에이전트 활용 방안을 시나리오 및 스토리보드로 제안하였다.
연구결과 및 결론 공공공간에 AI 서비스에이전트를 개발 및 도입하기 위하여 연구를 진행한 결과 공공공간 AI 서비스에이전트 유형을 도출하였다. 또한, 공간별 AI 서비스 시나리오를 스토리보드로 구체화하여 실제 공공공간에 새로운 서비스를 도입하거나 이미 개발된 유사서비스의 활용을 고려할 수 있는 AI 서비스의 확장 가능성을 발견하였다.Background Public spaces are spaces where various activities and communication are triggered, creating indivi- dual or common experiences, and public communication and services are made. Artificial intelligence services in public spaces expand the value of public spaces and improve the quality of services. The AI service, which takes into account user experience and AI service agent characteristics, can newly expand the value of AI service in public space.
Methods This study draws user scenarios to develop AI service agents in public space in the near future. The elements of public space were derived from a user survey. Subsequently, an analysis table was produced by synthesizing the representative type types of AI service agents derived through a case analysis of AI services and the classification of AI systems and solutions from previous studies. Since then, five representative AI service agent types have been drawn. Through the example of AI service agents in public space. Finally, based on the type of AI service agent, a scenario and storyboard were proposed to utilize the agent for the near future public space AI service through participatory workshops.
Results and Conclusion A study was conducted to develop and introduce AI services in public spaces and derived types of AI services in public spaces. In addition, by embodying AI service scenarios by space into storyboards, we found the possibility of expanding AI services that could introduce new services in real public spaces or take into account the utilization of similar services already developed.Public Space, AI Service, AI Service Agent, Public Space User, Service Scenario"
93,"학습자의 SW 및 AI 흥미, 프로그래밍 언어 활용 수준과 AI 자기효능감, AI 학습 지속 의사 간의 관계",이성혜 /Sunghye Lee,2020,한국컴퓨터교육학회,"인공지능(AI)에 대한 기본적인 이해와 활용 능력이 미래 사회를 살아가기 위한 기본 소양으로 여겨지고 있다. 이에 본 연구는 AI 교육을 처음 접하는 초중등학생을 대상으로 한 AI 리터러시 교육 프로그램을 개발 · 적용하고 학습자 특성과 AI 자기효능감 그리고 AI 학습 지속 의사 간의 관계를 분석하였다. 학습자 특성은 AI 흥미, 소프트웨어(SW) 흥미, 프로그래밍 언어 활용 수준으로 세분화하여 설정하였으며, 이들 연구 변인 간의 인과 관계를 파악하고자 경로분석을 실시하였다. 그 결과 학습자의 AI 자기효능감에 영향을 미치는 변인은 AI 흥미였으며, AI 자기효능감은 AI 학습 지속 의사에 정적인 영향을 미치는 것이 확인되었다. 반면, 학습자의 SW 흥미와 프로그래밍 언어 활용 수준은 AI 자기효능감에 영향을 미치지 않는 것으로 나타났다. 이러한 연구 결과를 바탕으로 AI 리터러시 교육의 효과 증진을 위한 시사점을 제언한다.The basic understanding and ability to use Artificial Intelligence (AI) for problem-solving is regarded as the primary literacy in the future society. In this regard, this study developed and applied an AI literacy education program for elementary and middle school students who are new to AI education, and analyzed the relationships among learner characteristics, AI efficacy, and persistence of AI learning. Learner characteristics consisted of SW interest, AI interest, and level of programming skills. Path analysis was conducted to understand the relationships between the research variables. The results show that the learner's AI interests affect AI self-efficacy, and AI self-efficacy affects the persistence of AI learning. On the other hand, learners’ SW interests and programming skills did not affect AI efficacy. Based on these findings, implications for enhancing the effectiveness of AI literacy education were discussed.AI Education, SW Interests, AI Interests, Level of Programming Skills, Self-efficacy, Persistence of Learning"
94,"AI의 혜택 및 위험성 인식과 AI에 대한 태도, 정책 지지의 관계",이자연 /Jayeon Lee,2021,한국콘텐츠학회,"정부가 ‘전산업 AI 활용, 전국민 AI 교육’을 국가적 과제로 추진하고 있는 가운데, 본 연구는 설문 자료 분석을 통해 국민의 AI 정책에 대한 지지에 영향을 끼치는 요인들을 파악하고자 하였다. 구체적으로 위험-혜택 이론과 이중처리 이론에 기반해 사람들이 지각하는 AI의 상반된 특성들이 어떻게 혜택 및 위험성 인식으로 연결되며 AI에 대한 전반적 태도와 AI 산업 육성 및 교육 정책의 지지로 이어지는지 구조방정식 모형을 통해 탐색하고, 그 과정에서 혜택/위험성 인식 및 태도가 매개 변인으로서 기능하는지 살펴보았다. 분석 결과, AI의 알려진 특성들 가운데 인지된 유용성이 AI의 혜택 인식을 구성하는 주요소였으며 이 혜택 인식이 AI에 대한 태도를 거쳐 AI 정책 지지로 유의하게 이어진다는 점이 드러났다. 또한 혜택 인식과 AI에 대한 태도가 지각된 유용성을 AI 정책 지지로 잇는 매개 역할을 유의하게 수행하는 것을 알 수 있었다. 인지된 오락성은 AI에 대한 긍정적 태도로 유의하게 이어졌지만 AI의 혜택으로 인식되지는 않았다. 인지된 사생활 침해는 AI의 위험성 인식을 예측하는 주된 요인이었지만 위험성 인식은 AI에 대한 태도나 AI 정책 지지와 유의한 관계를 보이지 않았다. 결론적으로 AI 개발 지지 여부를 결정짓는 가장 강력한 요인은 혜택에 대한 인식이며, 혜택 인식을 유의하게 예측한다는 점에서 유용성 지각의 중요성을 알 수 있었다.Based on risk-benefit theory, this study examined a structural equation model accounting for the mechanisms through which affective perceptions of AI predicting individuals’ support for the government’s Ai policies. Four perceived characteristics of AI (i.e., usefulness, entertainment value, privacy concern, threat of human replacement) were investigated in relation to perceived benefits/risks, attitudes toward AI, and AI policy support, based on a nationwide sample of South Korea (N=352). The hypothesized model was well supported by the data: Perceived usefulness was a strong predictor of perceived benefit, which in turn predicted attitude and support. Perceived benefit and attitude played significant roles as mediators. Perceived entertainment value along with perceived usefulness and privacy concern predicted attitude, not perceived benefit. Neither attitude nor support was significantly associated with perceived risk which was predicted by privacy concern. Theoretical and practical implications of the results are discussed.AI, Perception, Benefit, Risk, Attitude"
95,AI 이력관리를 지원하는 개선된 웹기반 AI PigMoS 시스템,김현주 /HyunJu Kim,2012,한국지식정보기술학회,"양돈 산업에서의 인공수정(Artificial Insemination, AI) 기술은 1994년 이후 본격적으로 국내 양돈농가에 보급되어 양돈 산업 발전에 기초가 되었다. 현재 우리나라에서 양돈분야에서의 AI 공급체계는 종모돈을 생산・관리하는 공급자, 종모돈으로부터 AI를 생산・공급하는 센터와 우수 AI를 공급받아 양돈을 생산하는 생산자 등 3단계로 구성되어 있다. 본 논문에서 제안한 AI PigMoS 시스템은 웹을 기반으로 전국 AI센터의 정보를 통합관리 운영할 수 있으며, 또한 웅돈, 정액생산 및 판매관리 등에 대해서 이력추적을 할 수 있도록 바코드 생성기능을 설계 개발하였다. 이는 전국 AI센터를 통합적으로 관리할 수 있을 뿐만 아니라 AI센터의 통합분석 및 다양한 용도의 이력추적 등으로 활용되어 효율적인 돼지개량 체계를 구축할 것으로 기대한다.Artificial Insemination(AI) technique in the hog industry became a basis of the industrial development by having been distributed to domestic hog farmers in earnest after 1994. Currently AI supply system consists of 3 steps such as suppliers who produce and manage boars, centers that produce AI from boars and its distribution, and producers who bring up hogs after obtaining excellent AI in our country. AI PigMoS system proposed by the study can manage nationwide AI centers comprehensively based on the web, and also designed and developed Bar-Code generating functionality so that the record tracing on boars, semen production and sales management etc can be possible. Therefore it is expected that effective hog improvement system would be set up because this could manage AI centers comprehensively and will be able to be utilized to integrated analysis of AI centers and record tracing of various uses as well."
96,AI에 기반한 중국 철광석가격 조기경보시스템 구축 - AI 기법의 탐색적 적용 -,"남대엽 /Nam, Dae-yub",2018,고려대학교 중국학연구소,"AI(Artificial Intelligence) has been attracting much attention since the coming out of Alpha Go in 2016. Recently, Economic studies have been actively conducted using AI-based machine-learning and deep-learning models instead of classical time series or regression models. In this paper, I applied the AI technique to the EWS(Early Warning System) for Chinese iron ore import price, which has an important influence on the sound development of Chinese steel industry. The work presented in this paper aims to examine the comparison analysis of the prediction accuracy between the classical signal approach which are mainly used in the contemporary economics and the AI-based SVM(Support Vector Machine) and Random Forest models. And I described the pros and cons of each technique. The results show that the AI models have achieved higher accuracy than signal approaches. So, it is reasonable to think that AI models are more suitable than the traditional models for studies which focus on model’s accuracy, such as EWS. And these models can help steel companies prevent volatility in financial performance by increasing iron ore inventory or using of financial derivatives."
97,AI 스피커 이용자의 이용동기 및 AI 스피커에 대한 관계 유형 인식이 즐거움에 미치는 영향,"장예빛 /YeBeet, Jang",2019,한국콘텐츠학회,"AI 스피커의 판매량이 빠른 속도로 증가하는 가운데, AI 기술은 우리 일상에 더욱 깊숙이 스며들어 보편화되고 있다. 본 연구에서는 AI 스피커 이용의 이면에 존재하는 이용동기가 무엇인지를 탐색하고, 이러한 동기를 비롯하여, AI 스피커에 대한 관계 유형에 대한 인식이 AI 스피커 이용에 따른 즐거움에 어떠한 영향을 미치는지를 알아보고자 하였다. 연구 결과, 대화동기, 유행선도동기, 효율성동기, 오락동기의 네 가지 동기가 존재하는 것으로 나타났고, 네 가지 동기 중에서 유행선도동기, 효율성동기, 오락동기의 세 가지 유형이 모두 즐거움에 영향을 미치는 것으로 나타났다. 한편, AI 스피커에 대한 관계 유형중에서는 비서·보조자 유형에 대한 인식만이 즐거움에 영향을 미치는 것으로 확인되었다. 본 연구 결과들은 향후 AI 스피커의 인터랙션 디자인이 추구해야 할 방향에 관한 실무적 시사점을 제공한다.Artificial intelligent (AI) smart speaker sales have increased rapidly, and AI technology has become more pervasive in our daily lives. This study explored motivations for smart speaker use and examined how motivation and relationship type with AI speakers affect enjoyment. Smart speaker use is primarily motivated by conversational, trend-leading, efficient, and entertaining factors. Among these four, trend-leading, efficient, and entertaining factors positively influenced users’ enjoyment. However, among the three types of relationship with AI speakers, only the assistant/helper type affected enjoyment. The results of the current study provide practical implications for future directions in AI speaker interaction design.AI Speaker, Motivation, Relationship Type with AI Speaker, Enjoyment"
98,AI 사이버보안 체계를 위한 블록체인 기반의 Data-Preserving AI 학습환경 모델,김인경,2019,한국정보기술학회,"인공지능 기술은 작동과정에 대한 투명성이 보장되지 않는 수동적 인식 영역에 제한되는 한계점으로 인해, AI가 학습하는 데이터에 의존적인 취약점을 갖는다. 인공지능 학습을 위한 원시데이터는 AI 학습의 고도화를 위한 데이터 품질 확보를 위해 수작업으로 가공과 검수를 해야 하기에 인적 오류가 내재되어 있으며, 데이터의 훼손, 불완전함, 원시데이터와의 차이 등으로 인해 가공데이터를 통한 AI 학습 시 예상 치 못한 결과값을 도출할 수 있다. 이에 본 연구에서는 사이버 보안 관점에서의 접근을 통한 AI 학습데이터의 부정확한 사례 및 사이버보안 공격 방법 분석을 통해 기계학습 전 학습데이터 관리의 필요성을 살펴보고, 학습 데이터 무결성 검증을 위해 블록체인 기반의 학습데이터 환경 모델인 Data-preserving 인공지능 시스템 구축 방향을 제시한다. Data-preserving AI 학습환경 모델은 AI 학습데이터 제공 전 변조되지 않은 데이터로 학습됨을 보장 하여 데이터 가공 시 및 원시데이터 수집을 위한 오픈 네트워크에서의 데이터 제공 및 활용 시 있을 수 있는 사이버 공격, 데이터 변질 등의 위협을 사전에 방지할 수 있을 것으로 기대된다.As the limitations of the passive recognition domain, which is not guaranteed transparency of the operation process, AI technology has a vulnerability that depends on the data. Human error is inherent because raw data for artificial intelligence learning must be processed and inspected manually to secure data quality for the advancement of AI learning. In this study, we examine the necessity of learning data management before machine learning by analyzing inaccurate cases of AI learning data and cyber security attack method through the approach from cyber security perspective. In order to verify the learning data integrity, this paper presents the direction of data-preserving artificial intelligence system, a blockchain-based learning data environment model. The proposed method is expected to prevent the threats such as cyber attack and data corruption in providing and using data in the open network for data processing and raw data collection."
99,AI 미디어와 의인화 AI 음성 대화형 에이전트의 의인화 평가척도 개발 연구,임종수 /Jongsoo Lim,2020,한국언론학회,"본 연구는 AI 미디어를 매개로 한 AI 음성 대화형 에이전트(AI conversational agent)와의 커뮤니케이션 과정을 이해하기 위해 의인화적 관점에서 접근한다. 인간과 대화하는 사회적 로봇으로서의 AI 대화형 에이전트가 목소리나 대화내용 등에 있어 인간과 유사하게 설계되었다는 점에 주목한다. AI 대화형 에이전트에 대한 인지된 의인화를 구성하는 요소들은 무엇이며, 어떠한 문항들로 측정될 수 있는지 탐색하였다. 이러한 과정을 통해 개발된 척도의 신뢰도와 타당도를 다면적으로 검증하였다. 결과적으로 AI 대화형 에이전트에 대한 인지된 의인화는 이성적 및 정서적 지지, 합리성, 친밀성, 예의성, 그리고 인지적 개방성이라는 5개 요인으로 구성되는 것으로 확인되었으며, 이를 측정하기 위한 문항은 19개로 도출되었다. 의인화 구성요인 가운데 합리성, 친밀성, 예의성, 인지적 개방성이 AI 스피커에 대한 이용만족에 정적인 영향을 주는 것으로 나타났다. 본 연구를 통해 개발된 AI 대화형 에이전트 의인화 평가척도는 사람들의 AI 미디어 이용행위를 비롯한 커뮤니케이션 과정을 이해하는 데 도움을 줄 수 있을 것이다.This study seeks to develop a scale that measures people’s perception of an artificial intelligence (AI) conversational agent that utilizes a voice-user interface (VUI), owing to the increase in communication with social robots due to technological advances in AI, big data, and machine learning. The study focuses on the concept of anthropomorphism because an AI conversational agent, one of the social robots, is designed to simulate human voice and dialogue. Focusing on how people perceive the level of anthropomorphism of conversational agents while communicating with them, this study explores the dimension of perceived anthropomorphism and the questions to measure them. For this purpose, psychometric scale development procedures were followed and a large pool of items were rigorously tested for their reliability and validity. First, anthropomorphic factors were explored by researching the literature on anthropomorphism and interviewing experts in this area, and 35 measurement items were generated. The initial item pool consists of questions related to civility, rationality, refinement, intimacy, individuality, rational support, emotional support, and cognitive openness. In order to test the internal consistency among the initial question items, 81 university students were surveyed as preliminary research, and 35 measurement items were finalized. Another survey was conducted to examine whether the scale adequately reflected the proposed dimensional structure of the construct. Considering gender, age, and residence, 484 people who had experience using smart speakers within the last six months were surveyed, and their responses were analyzed. As a result, the perceived anthropomorphism of an AI conversational agent was identified as being composed of five factors—rational and emotional support, rationality, intimacy, civility, and cognitive openness—and 19 questions were developed to measure them. In particular, of the variables for perceived anthropomorphism, rationality, intimacy, civility, and cognitive openness had a positive effect on satisfaction with smart speakers. Reliability and validity were verified in multiple ways to ultimately develop a perceived anthropomorphic evaluation scale for an AI conversational agent. The scale developed by this study can be used to measure and assess subjective awareness of how human an AI conversational agent feels. This study is also expected to help predict users’ attitudes or behaviors regarding AI media that use conversational agents. As communication with agents in AI media increases, interactive AI agents’ quality increases, and they are producing increasingly better results. Consequently, this study is expected to contribute to understanding the process of communication with non-human actors and their communication strategies.AI media, AI conversational agent, Human-robot interaction (HRI), Anthropomorphism, Scale development"
100,중국의 인공지능(AI) 통역 발전 현황 분석,장애리 /Chang Ai Li,2019,한국번역학회,"In AI (artificial intelligence)-based translation and interpretation, technology in translation has generally developed faster and been used more commonly than in interpretation. Unlike this general trend, AI-based interpretation in China has been developing as fast as AI-based translation. For example, in the mobile interpretation app market, China’s huge IT companies are vying to develop cutting-edge technologies through the application of new technologies such as augmented reality (AR) and virtual reality (VR) to interpretation apps as well as through the development of machine translation technologies. In the case of portable interpretation devices, they have expanded types of providing AI interpreting services from the existing software to hardware, and their sales of all portable interpretation devices and equipment have grown so quickly, increasing by a factor of 36 compared to the same period of the previous year. The most ground-breaking development related to AI interpretation in China is the ability to provide simultaneous interpretation through machines for international conferences by making common use of AI-based simultaneous interpretation solutions. At present, China’s AI interpretation services are limited to English-Chinese interpretation, and there is not enough objective data to prove the quality of interpretation. However, AI-interpretation is expected to perform the role of bridging machines and people in the future by facilitating smooth communication and exchange of information through further technological development and complementary collaboration with human interpreters.
▸Key Words: AI-based interpreAI-based interpretation, China, mobile interpretation app., portable interpretation devices, AI-based simultaneous interpretation for international conferences."
101,AI 스피커 특성이 만족도와 충성도에 미치는 영향: AI 스피커에 대한 기대역할과 AI 활용능력의 조절효과,손민희 /Son Minhee,2020,한국무역연구원,"Purpose This research examines the factors affecting individuals’ satisfaction and loyalty of AI speakers. Specifically, we examine whether (1) attributes of AI speakers influence individuals’ perceived usefulness, perceived enjoyment, satisfaction, and loyalty of AI speakers; (2) the effects of attributes of AI speakers on individuals’ perceived usefulness and perceived enjoyment differ according to the expected role of AI speakers; and (3) individuals’ ability to use AI moderates the effects of AI speakers’ perceived usefulness and perceived enjoyment on satisfaction of AI speakers.
Design/Methodology/Approach Structural equation modeling (SEM) was used to test the proposed research model on data collected from 281 respondents in an online survey.
Findings Findings indicate that (1) two attributes of AI speakers (i.e., ease of use and economic value) positively affect perceived usefulness of AI speakers; (2) four attributes of AI speakers (i.e., empathy, convenience, fun, compatibility) positively affect perceived enjoyment of AI speakers; (3) perceived usefulness and perceived enjoyment of AI speakers positively affect satisfaction of AI speakers, respectively; (4) satisfaction of AI speakers positively affects loyalty to AI speakers; (5) the expected role of AI speakers (smart devices vs. friends or secretaries) moderates the effect of AI speakers’ customization on perceived usefulness of AI speakers; and (6) the effects of perceived usefulness and perceived enjoyment of AI speakers on satisfaction of AI speakers vary depending on the level of individuals’ ability to use AI.
Research Implications In terms of marketing and new product development, the findings provide valuable implications for researchers and practitioners alike."
